country,period,Bioenergy,Hydro,Solar,Wind
CF,2022-04,0,1,0,0
CF,2022-05,0,1,0,0
CF,2022-06,0,1,0,0
CF,2022-07,0,1,0,0
CF,2022-08,0,1,0,0
CF,2022-09,0,1,0,0
CF,2022-10,0,1,0,0
CF,2022-11,0,1,0,0
CF,2022-12,0,1,0,0
CF,2023-01,0,1,0,0
CF,2023-02,0,1,0,0
CF,2023-03,0,1,0,0
CF,2023-04,0,1,0,0
CF,2023-05,0,1,0,0
CF,2023-06,0,1,0,0
CF,2023-07,0,1,0,0
CF,2023-08,0,1,0,0
CF,2023-09,0,1,0,0
CF,2023-10,0,1,0,0
CF,2023-11,0,1,0,0
CF,2023-12,0,1,0,0
CF,2024-01,0,1,0,0
CF,2024-02,0,1,0,0
CF,2024-03,0,1,0,0
CF,2024-04,0,1,0,0
CF,2024-05,0,1,0,0
CF,2024-06,0,1,0,0
CF,2024-07,0,1,0,0
CF,2024-08,0,1,0,0
CF,2024-09,0,1,0,0
CF,2024-10,0,1,0,0
CF,2024-11,0,1,0,0
CF,2024-12,0,1,0,0
CF,2025-01,0,1,0,0
CF,2025-02,0,1,0,0
CF,2025-03,0,1,0,0
CF,2025-04,0,1,0,0
CF,2025-05,0,1,0,0
CF,2025-06,0,1,0,0
CF,2025-07,0,1,0,0
CF,2025-08,0,1,0,0
CF,2025-09,0,1,0,0
CF,2025-10,0,1,0,0
CF,2025-11,0,1,0,0
CF,2025-12,0,1,0,0
CF,2026-01,0,1,0,0
CF,2026-02,0,1,0,0
CF,2026-03,0,1,0,0
CF,2026-04,0,1,0,0
CF,2026-05,0,1,0,0
CF,2026-06,0,1,0,0
CF,2026-07,0,1,0,0
CF,2026-08,0,1,0,0
CG,2019-01,0.0277,0.9723,0,0
CG,2019-02,0.0277,0.9723,0,0
CG,2019-03,0.0277,0.9723,0,0
CG,2019-04,0.0277,0.9723,0,0
CG,2019-05,0.0277,0.9723,0,0
CG,2019-06,0.0277,0.9723,0,0
CG,2019-07,0.0277,0.9723,0,0
CG,2019-08,0.0277,0.9723,0,0
CG,2019-09,0.0277,0.9723,0,0
CG,2019-10,0.0277,0.9723,0,0
CG,2019-11,0.0277,0.9723,0,0
CG,2019-12,0.0277,0.9723,0,0
CG,2020-01,0.0277,0.9723,0,0
CG,2020-02,0.0277,0.9723,0,0
CG,2020-03,0.0277,0.9723,0,0
CG,2020-04,0.0277,0.9723,0,0
CG,2020-05,0.0277,0.9723,0,0
CG,2020-06,0.0277,0.9723,0,0
CG,2020-07,0.0277,0.9723,0,0
CG,2020-08,0.0277,0.9723,0,0
CG,2020-09,0.0277,0.9723,0,0
CG,2020-10,0.0277,0.9723,0,0
CG,2020-11,0.0277,0.9723,0,0
CG,2020-12,0.0277,0.9723,0,0
CG,2021-01,0.0277,0.9723,0,0
CG,2021-02,0.0277,0.9723,0,0
CG,2021-03,0.0277,0.9723,0,0
CG,2021-04,0.0277,0.9723,0,0
CG,2021-05,0.0277,0.9723,0,0
CG,2021-06,0.0277,0.9723,0,0
CG,2021-07,0.0277,0.9723,0,0
CG,2021-08,0.0277,0.9723,0,0
CG,2021-09,0.0277,0.9723,0,0
CG,2021-10,0.0277,0.9723,0,0
CG,2021-11,0.0277,0.9723,0,0
CG,2021-12,0.0277,0.9723,0,0
CG,2022-01,0.0277,0.9723,0,0
CG,2022-02,0.0277,0.9723,0,0
CG,2022-03,0.0277,0.9723,0,0
CG,2022-04,0.0277,0.9723,0,0
CG,2022-05,0.0277,0.9723,0,0
CG,2022-06,0.0277,0.9723,0,0
CG,2022-07,0.0277,0.9723,0,0
CG,2022-08,0.0277,0.9723,0,0
CG,2022-09,0.0277,0.9723,0,0
CG,2022-10,0.0277,0.9723,0,0
CG,2022-11,0.0277,0.9723,0,0
CG,2022-12,0.0277,0.9723,0,0
CG,2023-01,0.0277,0.9723,0,0
CG,2023-02,0.0277,0.9723,0,0
CG,2023-03,0.0277,0.9723,0,0
CG,2023-04,0.0277,0.9723,0,0
CG,2023-05,0.0277,0.9723,0,0
CG,2023-06,0.0277,0.9723,0,0
CG,2023-07,0.0277,0.9723,0,0
CG,2023-08,0.0277,0.9723,0,0
CG,2023-09,0.0277,0.9723,0,0
CG,2023-10,0.0277,0.9723,0,0
CG,2023-11,0.0277,0.9723,0,0
CG,2023-12,0.0277,0.9723,0,0
CG,2024-01,0.0277,0.9723,0,0
CG,2024-02,0.0277,0.9723,0,0
CG,2024-03,0.0277,0.9723,0,0
CG,2024-04,0.0277,0.9723,0,0
CG,2024-05,0.0277,0.9723,0,0
CG,2024-06,0.0277,0.9723,0,0
CG,2024-07,0.0277,0.9723,0,0
CG,2024-08,0.0277,0.9723,0,0
CG,2024-09,0.0277,0.9723,0,0
CG,2024-10,0.0277,0.9723,0,0
CG,2024-11,0.0277,0.9723,0,0
CG,2024-12,0.0277,0.9723,0,0
CG,2025-01,0.0277,0.9723,0,0
CG,2025-02,0.0277,0.9723,0,0
CG,2025-03,0.0277,0.9723,0,0
CG,2025-04,0.0277,0.9723,0,0
CG,2025-05,0.0277,0.9723,0,0
CG,2025-06,0.0277,0.9723,0,0
CG,2025-07,0.0277,0.9723,0,0
CG,2025-08,0.0277,0.9723,0,0
CG,2025-09,0.0277,0.9723,0,0
CG,2025-10,0.0277,0.9723,0,0
CG,2025-11,0.0277,0.9723,0,0
CG,2025-12,0.0277,0.9723,0,0
CG,2026-01,0.0277,0.9723,0,0
CG,2026-02,0.0277,0.9723,0,0
CG,2026-03,0.0277,0.9723,0,0
CG,2026-04,0.0277,0.9723,0,0
CG,2026-05,0.0277,0.9723,0,0
CG,2026-06,0.0277,0.9723,0,0
CG,2026-07,0.0277,0.9723,0,0
CG,2026-08,0.0277,0.9723,0,0
CH,2019-01,0.005,0.9511,0.0229,0.021
CH,2019-02,0.0098,0.8951,0.0565,0.0386
CH,2019-03,0.0092,0.8661,0.0781,0.0465
CH,2019-04,0,0.9246,0.0719,0.0035
CH,2019-05,0,0.9234,0.0736,0.003
CH,2019-06,0,0.9376,0.0604,0.002
CH,2019-07,0,0.9424,0.0557,0.0019
CH,2019-08,0,0.9469,0.0511,0.002
CH,2019-09,0,0.9358,0.0612,0.003
CH,2019-10,0,0.9617,0.0354,0.0029
CH,2019-11,0.0018,0.967,0.0221,0.0092
CH,2019-12,0.0042,0.9524,0.0199,0.0234
CH,2020-01,0.004,0.9481,0.0249,0.023
CH,2020-02,0.0059,0.9093,0.0426,0.0422
CH,2020-03,0.0008,0.9189,0.0708,0.0095
CH,2020-04,0,0.8881,0.1086,0.0033
CH,2020-05,0,0.9084,0.0891,0.0025
CH,2020-06,0,0.9248,0.073,0.0022
CH,2020-07,0,0.9165,0.0814,0.0021
CH,2020-08,0,0.9219,0.0758,0.0023
CH,2020-09,0,0.9255,0.0717,0.0028
CH,2020-10,0,0.9555,0.0389,0.0056
CH,2020-11,0.0022,0.957,0.0296,0.0112
CH,2020-12,0.0088,0.9362,0.0151,0.04
CH,2021-01,0.0055,0.9559,0.0134,0.0252
CH,2021-02,0.0053,0.9248,0.0427,0.0273
CH,2021-03,0.0046,0.8872,0.0886,0.0196
CH,2021-04,0.0026,0.8501,0.1356,0.0118
CH,2021-05,0,0.8928,0.1017,0.0054
CH,2021-06,0,0.9159,0.0822,0.0019
CH,2021-07,0,0.9286,0.0694,0.0019
CH,2021-08,0,0.9235,0.0745,0.002
CH,2021-09,0.0034,0.8916,0.0932,0.0119
CH,2021-10,0.0148,0.8339,0.0872,0.0642
CH,2021-11,0.0145,0.8991,0.0313,0.0551
CH,2021-12,0.0148,0.9006,0.0214,0.0632
CH,2022-01,0.011,0.8971,0.0378,0.0541
CH,2022-02,0.0156,0.808,0.0842,0.0922
CH,2022-03,0.0114,0.8008,0.1459,0.042
CH,2022-04,0.0024,0.8383,0.1468,0.0125
CH,2022-05,0,0.8669,0.1306,0.0025
CH,2022-06,0,0.8732,0.1245,0.0024
CH,2022-07,0,0.8535,0.1442,0.0024
CH,2022-08,0,0.8568,0.1405,0.0027
CH,2022-09,0,0.8807,0.1162,0.0032
CH,2022-10,0.0014,0.9022,0.0866,0.0098
CH,2022-11,0.0127,0.8645,0.0582,0.0647
CH,2022-12,0.0116,0.9122,0.0245,0.0517
CH,2023-01,0.006,0.9286,0.0273,0.0382
CH,2023-02,0.0069,0.8721,0.0879,0.0331
CH,2023-03,0.0025,0.8689,0.1104,0.0182
CH,2023-04,0.0013,0.8286,0.1614,0.0087
CH,2023-05,0,0.8617,0.136,0.0022
CH,2023-06,0,0.8441,0.1539,0.002
CH,2023-07,0,0.8511,0.1467,0.0021
CH,2023-08,0,0.8709,0.1269,0.0022
CH,2023-09,0,0.8714,0.1264,0.0023
CH,2023-10,0,0.8959,0.0985,0.0056
CH,2023-11,0,0.9564,0.036,0.0076
CH,2023-12,0.0039,0.9372,0.0309,0.0279
CH,2024-01,0,0.9653,0.0297,0.005
CH,2024-02,0.0005,0.9124,0.0786,0.0085
CH,2024-03,0,0.8802,0.1146,0.0051
CH,2024-04,0,0.8445,0.1507,0.0049
CH,2024-05,0,0.8547,0.1434,0.0019
CH,2024-06,0,0.8634,0.1348,0.0018
CH,2024-07,0,0.8648,0.1337,0.0015
CH,2024-08,0,0.8476,0.1507,0.0017
CH,2024-09,0,0.8604,0.1348,0.0049
CH,2024-10,0,0.926,0.0718,0.0022
CH,2024-11,0.0009,0.9331,0.0561,0.0098
CH,2024-12,0.0059,0.9115,0.0426,0.0399
CH,2025-01,0.0047,0.9038,0.0595,0.0321
CH,2025-02,0.0063,0.8669,0.0988,0.028
CH,2025-03,0.0106,0.6825,0.2571,0.0498
CH,2025-04,0,0.7057,0.2913,0.003
CH,2025-05,0,0.777,0.2208,0.0022
CH,2025-06,0,0.7737,0.2245,0.0018
CH,2025-07,0,0.7789,0.2191,0.0021
CH,2025-08,0,0.7652,0.2326,0.0022
CH,2025-09,0,0.8364,0.1613,0.0022
CH,2025-10,0.0048,0.8266,0.1363,0.0322
CH,2025-11,0.0102,0.8472,0.0906,0.052
CH,2025-12,0.0155,0.8139,0.0879,0.0827
CH,2026-01,0.0157,0.8241,0.0703,0.0898
CH,2026-02,0.0144,0.7745,0.1313,0.0798
CH,2026-03,0.0093,0.6974,0.2407,0.0526
CH,2026-04,0,0.7049,0.2924,0.0027
CH,2026-05,0,0.6875,0.3102,0.0024
CH,2026-06,0,0.6875,0.3102,0.0024
CH,2026-07,0,0.6875,0.3102,0.0024
CH,2026-08,0,0.6875,0.3102,0.0024
CI,2019-01,0.0199,0.9773,0.0027,0
CI,2019-02,0.0199,0.9773,0.0027,0
CI,2019-03,0.0199,0.9773,0.0027,0
CI,2019-04,0.0199,0.9773,0.0027,0
CI,2019-05,0.0199,0.9773,0.0027,0
CI,2019-06,0.0199,0.9773,0.0027,0
CI,2019-07,0.0199,0.9773,0.0027,0
CI,2019-08,0.0199,0.9773,0.0027,0
CI,2019-09,0.0199,0.9773,0.0027,0
CI,2019-10,0.0199,0.9773,0.0027,0
CI,2019-11,0.0199,0.9773,0.0027,0
CI,2019-12,0.0199,0.9773,0.0027,0
CI,2020-01,0.0199,0.9773,0.0027,0
CI,2020-02,0.0199,0.9773,0.0027,0
CI,2020-03,0.0199,0.9773,0.0027,0
CI,2020-04,0.0199,0.9773,0.0027,0
CI,2020-05,0.0199,0.9773,0.0027,0
CI,2020-06,0.0199,0.9773,0.0027,0
CI,2020-07,0.0199,0.9773,0.0027,0
CI,2020-08,0.0199,0.9773,0.0027,0
CI,2020-09,0.0199,0.9773,0.0027,0
CI,2020-10,0.0199,0.9773,0.0027,0
CI,2020-11,0.0199,0.9773,0.0027,0
CI,2020-12,0.0199,0.9773,0.0027,0
CI,2021-01,0.0199,0.9773,0.0027,0
CI,2021-02,0.0199,0.9773,0.0027,0
CI,2021-03,0.0199,0.9773,0.0027,0
CI,2021-04,0.0199,0.9773,0.0027,0
CI,2021-05,0.0199,0.9773,0.0027,0
CI,2021-06,0.0199,0.9773,0.0027,0
CI,2021-07,0.0199,0.9773,0.0027,0
CI,2021-08,0.0199,0.9773,0.0027,0
CI,2021-09,0.0199,0.9773,0.0027,0
CI,2021-10,0.0199,0.9773,0.0027,0
CI,2021-11,0.0199,0.9773,0.0027,0
CI,2021-12,0.0199,0.9773,0.0027,0
CI,2022-01,0.0199,0.9773,0.0027,0
CI,2022-02,0.0199,0.9773,0.0027,0
CI,2022-03,0.0199,0.9773,0.0027,0
CI,2022-04,0.0199,0.9773,0.0027,0
CI,2022-05,0.0199,0.9773,0.0027,0
CI,2022-06,0.0199,0.9773,0.0027,0
CI,2022-07,0.0199,0.9773,0.0027,0
CI,2022-08,0.0199,0.9773,0.0027,0
CI,2022-09,0.0199,0.9773,0.0027,0
CI,2022-10,0.0199,0.9773,0.0027,0
CI,2022-11,0.0199,0.9773,0.0027,0
CI,2022-12,0.0199,0.9773,0.0027,0
CI,2023-01,0.0199,0.9773,0.0027,0
CI,2023-02,0.0199,0.9773,0.0027,0
CI,2023-03,0.0199,0.9773,0.0027,0
CI,2023-04,0.0199,0.9773,0.0027,0
CI,2023-05,0.0199,0.9773,0.0027,0
CI,2023-06,0.0199,0.9773,0.0027,0
CI,2023-07,0.0199,0.9773,0.0027,0
CI,2023-08,0.0199,0.9773,0.0027,0
CI,2023-09,0.0199,0.9773,0.0027,0
CI,2023-10,0.0199,0.9773,0.0027,0
CI,2023-11,0.0199,0.9773,0.0027,0
CI,2023-12,0.0199,0.9773,0.0027,0
CI,2024-01,0.0199,0.9773,0.0027,0
CI,2024-02,0.0199,0.9773,0.0027,0
CI,2024-03,0.0199,0.9773,0.0027,0
CI,2024-04,0.0199,0.9773,0.0027,0
CI,2024-05,0.0199,0.9773,0.0027,0
CI,2024-06,0.0199,0.9773,0.0027,0
CI,2024-07,0.0199,0.9773,0.0027,0
CI,2024-08,0.0199,0.9773,0.0027,0
CI,2024-09,0.0199,0.9773,0.0027,0
CI,2024-10,0.0199,0.9773,0.0027,0
CI,2024-11,0.0199,0.9773,0.0027,0
CI,2024-12,0.0199,0.9773,0.0027,0
CI,2025-01,0.0199,0.9773,0.0027,0
CI,2025-02,0.0199,0.9773,0.0027,0
CI,2025-03,0.0199,0.9773,0.0027,0
CI,2025-04,0.0199,0.9773,0.0027,0
CI,2025-05,0.0199,0.9773,0.0027,0
CI,2025-06,0.0199,0.9773,0.0027,0
CI,2025-07,0.0199,0.9773,0.0027,0
CI,2025-08,0.0199,0.9773,0.0027,0
CI,2025-09,0.0199,0.9773,0.0027,0
CI,2025-10,0.0199,0.9773,0.0027,0
CI,2025-11,0.0199,0.9773,0.0027,0
CI,2025-12,0.0199,0.9773,0.0027,0
CI,2026-01,0.0199,0.9773,0.0027,0
CI,2026-02,0.0199,0.9773,0.0027,0
CI,2026-03,0.0199,0.9773,0.0027,0
CI,2026-04,0.0199,0.9773,0.0027,0
CI,2026-05,0.0199,0.9773,0.0027,0
CI,2026-06,0.0199,0.9773,0.0027,0
CI,2026-07,0.0199,0.9773,0.0027,0
CI,2026-08,0.0199,0.9773,0.0027,0
CK,2019-01,0,0,1,0
CK,2019-02,0,0,1,0
CK,2019-03,0,0,1,0
CK,2019-04,0,0,1,0
CK,2019-05,0,0,1,0
CK,2019-06,0,0,1,0
CK,2019-07,0,0,1,0
CK,2019-08,0,0,1,0
CK,2019-09,0,0,1,0
CK,2019-10,0,0,1,0
CK,2019-11,0,0,1,0
CK,2019-12,0,0,1,0
CK,2020-01,0,0,1,0
CK,2020-02,0,0,1,0
CK,2020-03,0,0,1,0
CK,2020-04,0,0,1,0
CK,2020-05,0,0,1,0
CK,2020-06,0,0,1,0
CK,2020-07,0,0,1,0
CK,2020-08,0,0,1,0
CK,2020-09,0,0,1,0
CK,2020-10,0,0,1,0
CK,2020-11,0,0,1,0
CK,2020-12,0,0,1,0
CK,2021-01,0,0,1,0
CK,2021-02,0,0,1,0
CK,2021-03,0,0,1,0
CK,2021-04,0,0,1,0
CK,2021-05,0,0,1,0
CK,2021-06,0,0,1,0
CK,2021-07,0,0,1,0
CK,2021-08,0,0,1,0
CK,2021-09,0,0,1,0
CK,2021-10,0,0,1,0
CK,2021-11,0,0,1,0
CK,2021-12,0,0,1,0
CK,2022-01,0,0,1,0
CK,2022-02,0,0,1,0
CK,2022-03,0,0,1,0
CK,2022-04,0,0,1,0
CK,2022-05,0,0,1,0
CK,2022-06,0,0,1,0
CK,2022-07,0,0,1,0
CK,2022-08,0,0,1,0
CK,2022-09,0,0,1,0
CK,2022-10,0,0,1,0
CK,2022-11,0,0,1,0
CK,2022-12,0,0,1,0
CK,2023-01,0,0,1,0
CK,2023-02,0,0,1,0
CK,2023-03,0,0,1,0
CK,2023-04,0,0,1,0
CK,2023-05,0,0,1,0
CK,2023-06,0,0,1,0
CK,2023-07,0,0,1,0
CK,2023-08,0,0,1,0
CK,2023-09,0,0,1,0
CK,2023-10,0,0,1,0
CK,2023-11,0,0,1,0
CK,2023-12,0,0,1,0
CK,2024-01,0,0,1,0
CK,2024-02,0,0,1,0
CK,2024-03,0,0,1,0
CK,2024-04,0,0,1,0
CK,2024-05,0,0,1,0
CK,2024-06,0,0,1,0
CK,2024-07,0,0,1,0
CK,2024-08,0,0,1,0
CK,2024-09,0,0,1,0
CK,2024-10,0,0,1,0
CK,2024-11,0,0,1,0
CK,2024-12,0,0,1,0
CK,2025-01,0,0,1,0
CK,2025-02,0,0,1,0
CK,2025-03,0,0,1,0
CK,2025-04,0,0,1,0
CK,2025-05,0,0,1,0
CK,2025-06,0,0,1,0
CK,2025-07,0,0,1,0
CK,2025-08,0,0,1,0
CK,2025-09,0,0,1,0
CK,2025-10,0,0,1,0
CK,2025-11,0,0,1,0
CK,2025-12,0,0,1,0
CK,2026-01,0,0,1,0
CK,2026-02,0,0,1,0
CK,2026-03,0,0,1,0
CK,2026-04,0,0,1,0
CK,2026-05,0,0,1,0
CK,2026-06,0,0,1,0
CK,2026-07,0,0,1,0
CK,2026-08,0,0,1,0
CL,2019-01,0.0435,0.6709,0.1863,0.0994
CL,2019-02,0.0552,0.6417,0.2047,0.0983
CL,2019-03,0.0671,0.5888,0.2175,0.1266
CL,2019-04,0.0864,0.5909,0.2001,0.1227
CL,2019-05,0.0808,0.6171,0.1574,0.1447
CL,2019-06,0.0656,0.6254,0.139,0.1699
CL,2019-07,0.0575,0.6091,0.1534,0.18
CL,2019-08,0.048,0.6282,0.1603,0.1635
CL,2019-09,0.0494,0.6231,0.1971,0.1303
CL,2019-10,0.0396,0.6037,0.1982,0.1585
CL,2019-11,0.0335,0.6097,0.2104,0.1464
CL,2019-12,0.0429,0.5736,0.227,0.1564
CL,2020-01,0.0465,0.618,0.2113,0.1242
CL,2020-02,0.0618,0.5709,0.229,0.1383
CL,2020-03,0.0772,0.5202,0.2561,0.1465
CL,2020-04,0.0915,0.4569,0.274,0.1776
CL,2020-05,0.0805,0.5309,0.2228,0.1658
CL,2020-06,0.0733,0.5412,0.1743,0.2111
CL,2020-07,0.0512,0.6416,0.1603,0.1468
CL,2020-08,0.0429,0.571,0.1881,0.1981
CL,2020-09,0.0465,0.5747,0.2193,0.1595
CL,2020-10,0.0355,0.5914,0.2081,0.165
CL,2020-11,0.0366,0.6244,0.2073,0.1317
CL,2020-12,0.0399,0.5896,0.2338,0.1367
CL,2021-01,0.0457,0.5343,0.2658,0.1542
CL,2021-02,0.0526,0.4812,0.3045,0.1616
CL,2021-03,0.0701,0.4428,0.3099,0.1772
CL,2021-04,0.0838,0.3921,0.3215,0.2025
CL,2021-05,0.0801,0.468,0.252,0.2
CL,2021-06,0.0542,0.5661,0.2,0.1797
CL,2021-07,0.0671,0.4388,0.2649,0.2291
CL,2021-08,0.061,0.4122,0.2902,0.2366
CL,2021-09,0.0462,0.4184,0.2985,0.237
CL,2021-10,0.041,0.4125,0.3279,0.2186
CL,2021-11,0.0417,0.4192,0.3412,0.1979
CL,2021-12,0.0462,0.4308,0.3333,0.1897
CL,2022-01,0.0441,0.3963,0.3471,0.2124
CL,2022-02,0.0511,0.3694,0.3754,0.2042
CL,2022-03,0.0514,0.3395,0.3848,0.2243
CL,2022-04,0.0628,0.3217,0.3776,0.2378
CL,2022-05,0.054,0.3808,0.3239,0.2413
CL,2022-06,0.055,0.4725,0.2718,0.2007
CL,2022-07,0.0434,0.5,0.2283,0.2283
CL,2022-08,0.0393,0.5037,0.2654,0.1917
CL,2022-09,0.0388,0.4745,0.3051,0.1816
CL,2022-10,0.0254,0.5085,0.3009,0.1653
CL,2022-11,0.0277,0.5319,0.3106,0.1298
CL,2022-12,0.0341,0.4457,0.3539,0.1663
CL,2023-01,0.037,0.3704,0.4005,0.1921
CL,2023-02,0.0397,0.3678,0.3968,0.1957
CL,2023-03,0.0454,0.3342,0.4279,0.1925
CL,2023-04,0.0581,0.2967,0.4355,0.2096
CL,2023-05,0.0567,0.3224,0.3672,0.2537
CL,2023-06,0.0442,0.4259,0.278,0.2519
CL,2023-07,0.034,0.566,0.2425,0.1575
CL,2023-08,0.0354,0.5541,0.248,0.1625
CL,2023-09,0.0323,0.5463,0.238,0.1834
CL,2023-10,0.0309,0.4961,0.2857,0.1873
CL,2023-11,0.0246,0.5228,0.2879,0.1647
CL,2023-12,0.0292,0.4964,0.3176,0.1569
CL,2024-01,0.0332,0.453,0.3499,0.1639
CL,2024-02,0.0446,0.4286,0.3751,0.1518
CL,2024-03,0.0418,0.3788,0.3788,0.2005
CL,2024-04,0.0486,0.3594,0.3811,0.2108
CL,2024-05,0.0441,0.4363,0.3112,0.2083
CL,2024-06,0.0291,0.5334,0.2313,0.2062
CL,2024-07,0.0279,0.505,0.2644,0.2028
CL,2024-08,0.0322,0.4859,0.2831,0.1988
CL,2024-09,0.032,0.43,0.318,0.2199
CL,2024-10,0.0274,0.5174,0.2962,0.159
CL,2024-11,0.0232,0.5088,0.3025,0.1655
CL,2024-12,0.0223,0.4347,0.3643,0.1788
CL,2025-01,0.0312,0.3816,0.3945,0.1927
CL,2025-02,0.0357,0.3616,0.4063,0.1964
CL,2025-03,0.0357,0.3496,0.3964,0.2183
CL,2025-04,0.0471,0.3722,0.3648,0.2159
CL,2025-05,0.0455,0.434,0.3115,0.2091
CL,2025-06,0.0426,0.442,0.2695,0.2459
CL,2025-07,0.0418,0.3375,0.3325,0.2882
CL,2025-08,0.04,0.4,0.331,0.2289
CL,2025-09,0.0364,0.3712,0.3778,0.2146
CL,2025-10,0.0269,0.3774,0.3888,0.2069
CL,2025-11,0.0242,0.3314,0.4323,0.2121
CL,2025-12,0.0244,0.3227,0.4409,0.212
CL,2026-01,0.0286,0.3333,0.4494,0.1886
CL,2026-02,0.0282,0.3254,0.4425,0.204
CL,2026-03,0.0372,0.2801,0.4705,0.2123
CL,2026-04,0.0419,0.2821,0.4219,0.2541
CL,2026-05,0.0419,0.2821,0.4219,0.2541
CL,2026-06,0.0419,0.2821,0.4219,0.2541
CL,2026-07,0.0419,0.2821,0.4219,0.2541
CL,2026-08,0.0419,0.2821,0.4219,0.2541
CM,2019-01,0.0078,0.9879,0.004,0.0002
CM,2019-02,0.0078,0.9879,0.004,0.0002
CM,2019-03,0.0078,0.9879,0.004,0.0002
CM,2019-04,0.0078,0.9879,0.004,0.0002
CM,2019-05,0.0078,0.9879,0.004,0.0002
CM,2019-06,0.0078,0.9879,0.004,0.0002
CM,2019-07,0.0078,0.9879,0.004,0.0002
CM,2019-08,0.0078,0.9879,0.004,0.0002
CM,2019-09,0.0078,0.9879,0.004,0.0002
CM,2019-10,0.0078,0.9879,0.004,0.0002
CM,2019-11,0.0078,0.9879,0.004,0.0002
CM,2019-12,0.0078,0.9879,0.004,0.0002
CM,2020-01,0.0078,0.9879,0.004,0.0002
CM,2020-02,0.0078,0.9879,0.004,0.0002
CM,2020-03,0.0078,0.9879,0.004,0.0002
CM,2020-04,0.0078,0.9879,0.004,0.0002
CM,2020-05,0.0078,0.9879,0.004,0.0002
CM,2020-06,0.0078,0.9879,0.004,0.0002
CM,2020-07,0.0078,0.9879,0.004,0.0002
CM,2020-08,0.0078,0.9879,0.004,0.0002
CM,2020-09,0.0078,0.9879,0.004,0.0002
CM,2020-10,0.0078,0.9879,0.004,0.0002
CM,2020-11,0.0078,0.9879,0.004,0.0002
CM,2020-12,0.0078,0.9879,0.004,0.0002
CM,2021-01,0.0078,0.9879,0.004,0.0002
CM,2021-02,0.0078,0.9879,0.004,0.0002
CM,2021-03,0.0078,0.9879,0.004,0.0002
CM,2021-04,0.0078,0.9879,0.004,0.0002
CM,2021-05,0.0078,0.9879,0.004,0.0002
CM,2021-06,0.0078,0.9879,0.004,0.0002
CM,2021-07,0.0078,0.9879,0.004,0.0002
CM,2021-08,0.0078,0.9879,0.004,0.0002
CM,2021-09,0.0078,0.9879,0.004,0.0002
CM,2021-10,0.0078,0.9879,0.004,0.0002
CM,2021-11,0.0078,0.9879,0.004,0.0002
CM,2021-12,0.0078,0.9879,0.004,0.0002
CM,2022-01,0.0078,0.9879,0.004,0.0002
CM,2022-02,0.0078,0.9879,0.004,0.0002
CM,2022-03,0.0078,0.9879,0.004,0.0002
CM,2022-04,0.0078,0.9879,0.004,0.0002
CM,2022-05,0.0078,0.9879,0.004,0.0002
CM,2022-06,0.0078,0.9879,0.004,0.0002
CM,2022-07,0.0078,0.9879,0.004,0.0002
CM,2022-08,0.0078,0.9879,0.004,0.0002
CM,2022-09,0.0078,0.9879,0.004,0.0002
CM,2022-10,0.0078,0.9879,0.004,0.0002
CM,2022-11,0.0078,0.9879,0.004,0.0002
CM,2022-12,0.0078,0.9879,0.004,0.0002
CM,2023-01,0.0078,0.9879,0.004,0.0002
CM,2023-02,0.0078,0.9879,0.004,0.0002
CM,2023-03,0.0078,0.9879,0.004,0.0002
CM,2023-04,0.0078,0.9879,0.004,0.0002
CM,2023-05,0.0078,0.9879,0.004,0.0002
CM,2023-06,0.0078,0.9879,0.004,0.0002
CM,2023-07,0.0078,0.9879,0.004,0.0002
CM,2023-08,0.0078,0.9879,0.004,0.0002
CM,2023-09,0.0078,0.9879,0.004,0.0002
CM,2023-10,0.0078,0.9879,0.004,0.0002
CM,2023-11,0.0078,0.9879,0.004,0.0002
CM,2023-12,0.0078,0.9879,0.004,0.0002
CM,2024-01,0.0078,0.9879,0.004,0.0002
CM,2024-02,0.0078,0.9879,0.004,0.0002
CM,2024-03,0.0078,0.9879,0.004,0.0002
CM,2024-04,0.0078,0.9879,0.004,0.0002
CM,2024-05,0.0078,0.9879,0.004,0.0002
CM,2024-06,0.0078,0.9879,0.004,0.0002
CM,2024-07,0.0078,0.9879,0.004,0.0002
CM,2024-08,0.0078,0.9879,0.004,0.0002
CM,2024-09,0.0078,0.9879,0.004,0.0002
CM,2024-10,0.0078,0.9879,0.004,0.0002
CM,2024-11,0.0078,0.9879,0.004,0.0002
CM,2024-12,0.0078,0.9879,0.004,0.0002
CM,2025-01,0.0078,0.9879,0.004,0.0002
CM,2025-02,0.0078,0.9879,0.004,0.0002
CM,2025-03,0.0078,0.9879,0.004,0.0002
CM,2025-04,0.0078,0.9879,0.004,0.0002
CM,2025-05,0.0078,0.9879,0.004,0.0002
CM,2025-06,0.0078,0.9879,0.004,0.0002
CM,2025-07,0.0078,0.9879,0.004,0.0002
CM,2025-08,0.0078,0.9879,0.004,0.0002
CM,2025-09,0.0078,0.9879,0.004,0.0002
CM,2025-10,0.0078,0.9879,0.004,0.0002
CM,2025-11,0.0078,0.9879,0.004,0.0002
CM,2025-12,0.0078,0.9879,0.004,0.0002
CM,2026-01,0.0078,0.9879,0.004,0.0002
CM,2026-02,0.0078,0.9879,0.004,0.0002
CM,2026-03,0.0078,0.9879,0.004,0.0002
CM,2026-04,0.0078,0.9879,0.004,0.0002
