country,year,Bioenergy,Coal,Gas,Hydro,Nuclear,Other Fossil,Other Renewables,Solar,Wind
MR,2021,0.0004,0.0341,0.0467,0.1313,0.0017,0.6286,0.0007,0.0861,0.0703
MR,2022,0.0004,0.0341,0.0467,0.1313,0.0017,0.6286,0.0007,0.0861,0.0703
MR,2023,0.0004,0.0341,0.0467,0.1313,0.0017,0.6286,0.0007,0.0861,0.0703
MR,2024,0.0004,0.0341,0.0467,0.1313,0.0017,0.6286,0.0007,0.0861,0.0703
MR,2025,0.0004,0.0341,0.0467,0.1313,0.0017,0.6286,0.0007,0.0861,0.0703
MS,2019,0,0,0,0,0,1,0,0,0
MS,2020,0,0,0,0,0,1,0,0,0
MS,2021,0,0,0,0,0,1,0,0,0
MS,2022,0,0,0,0,0,1,0,0,0
MS,2023,0,0,0,0,0,1,0,0,0
MS,2024,0,0,0,0,0,1,0,0,0
MS,2025,0,0,0,0,0,1,0,0,0
MT,2019,0.005,0.0305,0.8539,0.0301,0.0415,0.0154,0.0011,0.0059,0.0165
MT,2020,0.0037,0.0195,0.88,0.022,0.027,0.0298,0.0008,0.0044,0.0129
MT,2021,0.0045,0.0247,0.8672,0.025,0.0335,0.0234,0.001,0.0056,0.0151
MT,2022,0.0052,0.0288,0.8159,0.0268,0.0339,0.0276,0.0011,0.0417,0.0191
MT,2023,0.0043,0.0228,0.7654,0.0265,0.0311,0.008,0.001,0.121,0.0199
MT,2024,0.0064,0.0302,0.7037,0.0406,0.0461,0.0069,0.0015,0.1364,0.0282
MT,2025,0.0068,0.0358,0.7594,0.0381,0.0489,0.0053,0.0015,0.0735,0.0306
MU,2019,0.1424,0.3622,0,0.031,0,0.4211,0,0.0402,0.0031
MU,2020,0.1424,0.3622,0,0.031,0,0.4211,0,0.0402,0.0031
MU,2021,0.1424,0.3622,0,0.031,0,0.4211,0,0.0402,0.0031
MU,2022,0.1424,0.3622,0,0.031,0,0.4211,0,0.0402,0.0031
MU,2023,0.1424,0.3622,0,0.031,0,0.4211,0,0.0402,0.0031
MU,2024,0.1424,0.3622,0,0.031,0,0.4211,0,0.0402,0.0031
MU,2025,0.1424,0.3622,0,0.031,0,0.4211,0,0.0402,0.0031
MV,2019,0,0,0,0,0,0.963,0,0.037,0
MV,2020,0,0,0,0,0,0.963,0,0.037,0
MV,2021,0,0,0,0,0,0.963,0,0.037,0
MV,2022,0,0,0,0,0,0.963,0,0.037,0
MV,2023,0,0,0,0,0,0.963,0,0.037,0
MV,2024,0,0,0,0,0,0.963,0,0.037,0
MV,2025,0,0,0,0,0,0.963,0,0.037,0
MW,2019,0.0278,0,0,0.9278,0,0.0389,0,0.0056,0
MW,2020,0.0278,0,0,0.9278,0,0.0389,0,0.0056,0
MW,2021,0.0278,0,0,0.9278,0,0.0389,0,0.0056,0
MW,2022,0.0278,0,0,0.9278,0,0.0389,0,0.0056,0
MW,2023,0.0278,0,0,0.9278,0,0.0389,0,0.0056,0
MW,2024,0.0278,0,0,0.9278,0,0.0389,0,0.0056,0
MW,2025,0.0278,0,0,0.9278,0,0.0389,0,0.0056,0
MX,2019,0.0003,0.0744,0.5522,0.0748,0.0345,0.1685,0.0159,0.0266,0.0529
MX,2020,0.0002,0.0257,0.6188,0.0865,0.035,0.1119,0.0146,0.0436,0.0636
MX,2021,0.0002,0.0161,0.599,0.1081,0.0362,0.1087,0.0131,0.0531,0.0656
MX,2022,0.0003,0.0383,0.5507,0.1065,0.0316,0.1498,0.0131,0.0488,0.0609
MX,2023,0.0003,0.0739,0.5824,0.0595,0.0348,0.1248,0.0119,0.0526,0.0598
MX,2024,0.0002,0.0548,0.6148,0.0676,0.034,0.1088,0.01,0.0529,0.0568
MX,2025,0.0004,0.0563,0.6021,0.0491,0.0422,0.1141,0.0118,0.0464,0.0776
MY,2019,0.0249,0.428,0.3843,0.1549,0,0.0041,0,0.0037,0
MY,2020,0.0213,0.5043,0.2946,0.1711,0,0.0033,0,0.0053,0
MY,2021,0.0239,0.4533,0.3265,0.1849,0,0.0046,0,0.0067,0
MY,2022,0.0251,0.4226,0.3473,0.1869,0,0.0086,0,0.0095,0
MY,2023,0.0247,0.4356,0.3413,0.1815,0,0.0047,0,0.0121,0
MY,2024,0.0236,0.4377,0.3434,0.1746,0,0.0043,0,0.0164,0
MY,2025,0.0239,0.4443,0.3283,0.1797,0,0.0049,0,0.0189,0
MZ,2019,0.0058,0,0.1991,0.7862,0,0.0074,0,0.0016,0
MZ,2020,0.0058,0,0.1991,0.7862,0,0.0074,0,0.0016,0
MZ,2021,0.0058,0,0.1991,0.7862,0,0.0074,0,0.0016,0
MZ,2022,0.0058,0,0.1991,0.7862,0,0.0074,0,0.0016,0
MZ,2023,0.0058,0,0.1991,0.7862,0,0.0074,0,0.0016,0
MZ,2024,0.0058,0,0.1991,0.7862,0,0.0074,0,0.0016,0
MZ,2025,0.0058,0,0.1991,0.7862,0,0.0074,0,0.0016,0
NA,2019,0.0025,0.2166,0.2842,0.3264,0.0104,0.0459,0.0041,0.0901,0.0199
NA,2020,0.0025,0.2166,0.2842,0.3264,0.0104,0.0459,0.0041,0.0901,0.0199
NA,2021,0.0025,0.2166,0.2842,0.3264,0.0104,0.0459,0.0041,0.0901,0.0199
NA,2022,0.0025,0.2166,0.2842,0.3264,0.0104,0.0459,0.0041,0.0901,0.0199
NA,2023,0.0025,0.2166,0.2842,0.3264,0.0104,0.0459,0.0041,0.0901,0.0199
NA,2024,0.0025,0.2166,0.2842,0.3264,0.0104,0.0459,0.0041,0.0901,0.0199
NA,2025,0.0025,0.2166,0.2842,0.3264,0.0104,0.0459,0.0041,0.0901,0.0199
NC,2019,0,0.4535,0,0.0841,0,0.4084,0,0.036,0.018
NC,2020,0,0.4535,0,0.0841,0,0.4084,0,0.036,0.018
NC,2021,0,0.4535,0,0.0841,0,0.4084,0,0.036,0.018
NC,2022,0,0.4535,0,0.0841,0,0.4084,0,0.036,0.018
NC,2023,0,0.4535,0,0.0841,0,0.4084,0,0.036,0.018
NC,2024,0,0.4535,0,0.0841,0,0.4084,0,0.036,0.018
NC,2025,0,0.4535,0,0.0841,0,0.4084,0,0.036,0.018
NE,2019,0.0023,0.3005,0.2821,0.0993,0.0093,0.2701,0.0037,0.0193,0.0137
NE,2020,0.0023,0.3005,0.2821,0.0993,0.0093,0.2701,0.0037,0.0193,0.0137
NE,2021,0.0023,0.3005,0.2821,0.0993,0.0093,0.2701,0.0037,0.0193,0.0137
NE,2022,0.0023,0.3005,0.2821,0.0993,0.0093,0.2701,0.0037,0.0193,0.0137
NE,2023,0.0023,0.3005,0.2821,0.0993,0.0093,0.2701,0.0037,0.0193,0.0137
NE,2024,0.0023,0.3005,0.2821,0.0993,0.0093,0.2701,0.0037,0.0193,0.0137
NE,2025,0.0023,0.3005,0.2821,0.0993,0.0093,0.2701,0.0037,0.0193,0.0137
NG,2019,0,0,0.7347,0.2653,0,0,0,0,0
NG,2020,0,0,0.7568,0.2432,0,0,0,0,0
NG,2021,0,0,0.7572,0.2428,0,0,0,0,0
NG,2022,0,0,0.7371,0.2629,0,0,0,0,0
NG,2023,0,0,0.7556,0.2444,0,0,0,0,0
NG,2024,0,0,0.7527,0.2473,0,0,0,0,0
NG,2025,0,0,0.7534,0.2466,0,0,0,0,0
NI,2019,0.1685,0.0047,0.0214,0.0868,0.0019,0.4019,0.1563,0.0075,0.1508
NI,2020,0.1686,0.0038,0.0221,0.0876,0.002,0.3998,0.1563,0.0082,0.1515
NI,2021,0.1685,0.0037,0.0243,0.0847,0.002,0.3992,0.1563,0.0089,0.1525
NI,2022,0.1684,0.0029,0.0206,0.0878,0.0017,0.3997,0.1563,0.0098,0.1528
NI,2023,0.1685,0.0035,0.0208,0.0859,0.0018,0.3989,0.1562,0.011,0.1534
NI,2024,0.1685,0.0032,0.0212,0.0842,0.0019,0.3985,0.1562,0.0123,0.154
NI,2025,0.1682,0.0027,0.0191,0.0876,0.0019,0.3982,0.1562,0.0132,0.1529
NL,2019,0.0432,0.1642,0.5879,0.005,0.0365,0.0137,0.0044,0.0469,0.0983
NL,2020,0.0662,0.082,0.5962,0.0021,0.0345,0.0138,0.004,0.0711,0.1301
NL,2021,0.0829,0.1421,0.4689,0.0054,0.0362,0.0143,0.004,0.0968,0.1493
NL,2022,0.0751,0.142,0.402,0.0014,0.035,0.0138,0.005,0.1422,0.1836
NL,2023,0.0581,0.0883,0.3851,0.0013,0.0334,0.0126,0.0046,0.165,0.2517
NL,2024,0.0533,0.0806,0.3595,0.0018,0.0293,0.0129,0.0048,0.1846,0.2732
NL,2025,0.0707,0.141,0.4095,0.0009,0.0303,0.0083,0.0038,0.1185,0.2171
NO,2019,0.001,0.0057,0.0301,0.9106,0.0079,0.0021,0.0002,0.0008,0.0417
NO,2020,0,0.0001,0.0141,0.9197,0.0002,0.0027,0.0007,0,0.0624
NO,2021,0,0,0.0049,0.9187,0,0.0015,0.0022,0,0.0726
NO,2022,0.0002,0.001,0.0101,0.8789,0.0011,0.0018,0.0027,0.0003,0.1039
NO,2023,0.0002,0.001,0.0114,0.8873,0.0013,0.0019,0.0027,0.0001,0.094
NO,2024,0,0,0.0107,0.8895,0,0.0017,0.0027,0,0.0954
NO,2025,0,0,0.0074,0.9027,0,0.0006,0.0026,0,0.0866
NP,2019,0.0032,0.1218,0.0252,0.8088,0.0111,0.0022,0.0012,0.0167,0.0098
NP,2020,0.0036,0.1198,0.0245,0.8094,0.0111,0.0019,0.001,0.0179,0.0107
NP,2021,0.004,0.1192,0.0232,0.8072,0.0111,0.002,0.001,0.019,0.0132
NP,2022,0.0044,0.1167,0.0221,0.8072,0.0111,0.0021,0.0011,0.021,0.0145
NP,2023,0.0044,0.1175,0.021,0.8042,0.0111,0.0015,0.0011,0.0232,0.0159
NP,2024,0.0043,0.1141,0.0203,0.8051,0.0109,0.0012,0.0011,0.0264,0.0165
NP,2025,0.0045,0.115,0.0205,0.7979,0.0115,0.0015,0.0011,0.0289,0.019
NR,2019,0,0,0,0,0,1,0,0,0
NR,2020,0,0,0,0,0,1,0,0,0
NR,2021,0,0,0,0,0,1,0,0,0
NR,2022,0,0,0,0,0,1,0,0,0
NR,2023,0,0,0,0,0,1,0,0,0
NR,2024,0,0,0,0,0,1,0,0,0
NR,2025,0,0,0,0,0,1,0,0,0
NU,2019,0.0136,0.4756,0.192,0.1288,0,0.0401,0.0239,0.0583,0.0677
NU,2020,0.0136,0.4756,0.192,0.1288,0,0.0401,0.0239,0.0583,0.0677
NU,2021,0.0136,0.4756,0.192,0.1288,0,0.0401,0.0239,0.0583,0.0677
NU,2022,0.0136,0.4756,0.192,0.1288,0,0.0401,0.0239,0.0583,0.0677
NU,2023,0.0136,0.4756,0.192,0.1288,0,0.0401,0.0239,0.0583,0.0677
NU,2024,0.0136,0.4756,0.192,0.1288,0,0.0401,0.0239,0.0583,0.0677
NU,2025,0.0136,0.4756,0.192,0.1288,0,0.0401,0.0239,0.0583,0.0677
NZ,2019,0.0056,0.0393,0.1332,0.602,0,0,0.1756,0,0.0444
NZ,2020,0.0057,0.0493,0.1361,0.5821,0,0,0.1802,0,0.0466
NZ,2021,0.0056,0.0645,0.112,0.5907,0,0.0003,0.1836,0,0.0434
NZ,2022,0.0052,0.0237,0.1011,0.6291,0,0,0.1837,0,0.0572
NZ,2023,0.0047,0.0391,0.0797,0.6284,0,0,0.177,0,0.0711
NZ,2024,0.0056,0.0459,0.1007,0.5544,0,0.0005,0.2012,0,0.0917
NZ,2025,0.0011,0.0419,0.1235,0.5336,0,0,0.2315,0,0.0684
OM,2019,0,0,1,0,0,0,0,0,0
OM,2020,0,0,1,0,0,0,0,0,0
OM,2021,0,0,1,0,0,0,0,0,0
OM,2022,0,0,1,0,0,0,0,0,0
OM,2023,0,0,1,0,0,0,0,0,0
OM,2024,0,0,1,0,0,0,0,0,0
OM,2025,0,0,1,0,0,0,0,0,0
PA,2019,0.0026,0.0919,0.2414,0.4381,0,0.1392,0,0.0249,0.0619
PA,2020,0.0026,0.0919,0.2414,0.4381,0,0.1392,0,0.0249,0.0619
PA,2021,0.0026,0.0919,0.2414,0.4381,0,0.1392,0,0.0249,0.0619
PA,2022,0.0026,0.0919,0.2414,0.4381,0,0.1392,0,0.0249,0.0619
PA,2023,0.0026,0.0919,0.2414,0.4381,0,0.1392,0,0.0249,0.0619
PA,2024,0.0026,0.0919,0.2414,0.4381,0,0.1392,0,0.0249,0.0619
PA,2025,0.0026,0.0919,0.2414,0.4381,0,0.1392,0,0.0249,0.0619
PE,2019,0.0047,0.0006,0.3745,0.5705,0,0.0038,0,0.0149,0.031
PE,2020,0.0059,0.0002,0.3444,0.5967,0,0.0006,0,0.0157,0.0365
PE,2021,0.0065,0.0007,0.3764,0.5686,0,0,0,0.0147,0.0332
PE,2022,0.0062,0.0016,0.4302,0.5079,0,0.0048,0,0.0146,0.0346
PE,2023,0.0058,0,0.4455,0.4772,0,0.0147,0,0.0163,0.0404
PE,2024,0.0063,0,0.3887,0.513,0,0.0057,0,0.0212,0.0651
PE,2025,0.0067,0,0.2881,0.636,0,0.002,0,0.0201,0.047
PF,2019,0,0,0,0.2319,0,0.7101,0,0.058,0
PF,2020,0,0,0,0.2319,0,0.7101,0,0.058,0
PF,2021,0,0,0,0.2319,0,0.7101,0,0.058,0
PF,2022,0,0,0,0.2319,0,0.7101,0,0.058,0
PF,2023,0,0,0,0.2319,0,0.7101,0,0.058,0
PF,2024,0,0,0,0.2319,0,0.7101,0,0.058,0
PF,2025,0,0,0,0.2319,0,0.7101,0,0.058,0
PG,2019,0.0047,0,0.1425,0.236,0,0.5935,0.0234,0,0
PG,2020,0.0047,0,0.1425,0.236,0,0.5935,0.0234,0,0
PG,2021,0.0047,0,0.1425,0.236,0,0.5935,0.0234,0,0
PG,2022,0.0047,0,0.1425,0.236,0,0.5935,0.0234,0,0
PG,2023,0.0047,0,0.1425,0.236,0,0.5935,0.0234,0,0
PG,2024,0.0047,0,0.1425,0.236,0,0.5935,0.0234,0,0
PG,2025,0.0047,0,0.1425,0.236,0,0.5935,0.0234,0,0
PH,2019,0.0086,0.5488,0.2243,0.0777,0,0.0149,0.1026,0.0126,0.0105
PH,2020,0.012,0.5743,0.2026,0.073,0,0.0059,0.1076,0.0141,0.0104
PH,2021,0.0123,0.5814,0.1876,0.0903,0,0.0103,0.0917,0.0144,0.012
PH,2022,0.0106,0.5896,0.1709,0.0939,0,0.0139,0.095,0.0167,0.0095
PH,2023,0.0089,0.6199,0.147,0.0895,0,0.0098,0.0922,0.0217,0.0112
PH,2024,0.0091,0.6209,0.1496,0.0892,0,0.0086,0.0825,0.03,0.01
PH,2025,0.0146,0.604,0.1421,0.1066,0,0.0042,0.0836,0.0282,0.0167
PK,2019,0.0051,0.1679,0.3743,0.2856,0.072,0.0491,0,0.0209,0.0251
PK,2020,0.0051,0.2023,0.3071,0.3165,0.0742,0.0404,0,0.0326,0.0216
PK,2021,0.0051,0.193,0.282,0.2688,0.1108,0.0728,0,0.043,0.0245
PK,2022,0.0062,0.1645,0.2637,0.2435,0.1541,0.079,0,0.0566,0.0324
PK,2023,0.0054,0.1616,0.2605,0.2739,0.1596,0.023,0,0.0848,0.0312
PK,2024,0.0056,0.1435,0.2442,0.2705,0.1592,0.0096,0,0.143,0.0244
PK,2025,0.0089,0.1463,0.2064,0.1597,0.2016,0.0038,0,0.2541,0.0192
PL,2019,0.015,0.7422,0.0849,0.0209,0.015,0.0153,0.0004,0.0068,0.0995
PL,2020,0.0161,0.6979,0.1023,0.0261,0.0179,0.0141,0.0006,0.0172,0.1078
PL,2021,0.0123,0.7475,0.0799,0.0148,0.0043,0.0167,0.0001,0.0291,0.0953
PL,2022,0.0101,0.7319,0.0567,0.0101,0.0006,0.0167,0,0.0577,0.1161
PL,2023,0.0143,0.6248,0.0861,0.0173,0.0053,0.0201,0.0002,0.0872,0.1447
PL,2024,0.0151,0.5564,0.1066,0.0154,0.0037,0.0411,0.0013,0.1098,0.1507
PL,2025,0.0182,0.5751,0.1235,0.0094,0,0.0548,0.0021,0.0723,0.1446
PM,2019,0,0,0,0,0,1,0,0,0
PM,2020,0,0,0,0,0,1,0,0,0
PM,2021,0,0,0,0,0,1,0,0,0
PM,2022,0,0,0,0,0,1,0,0,0
PM,2023,0,0,0,0,0,1,0,0,0
PM,2024,0,0,0,0,0,1,0,0,0
PM,2025,0,0,0,0,0,1,0,0,0
PR,2019,0,0.1948,0.4045,0,0,0.3775,0,0.0143,0.0088
PR,2020,0,0.1673,0.3094,0,0,0.4992,0,0.0159,0.0082
PR,2021,0,0.1744,0.4279,0,0,0.3714,0,0.0167,0.0097
PR,2022,0,0.167,0.3251,0,0,0.4837,0,0.0151,0.009
PR,2023,0,0.1555,0.4343,0,0,0.3916,0,0.0134,0.0053
PR,2024,0,0.1827,0.4024,0,0,0.3936,0,0.0119,0.0094
PR,2025,0,0.1583,0.4667,0,0,0.35,0,0.0083,0.0167
PS,2019,0.0002,0.0156,0.6221,0.0279,0.0044,0.3048,0,0.0238,0.0012
PS,2020,0.0002,0.0156,0.6221,0.0279,0.0044,0.3048,0,0.0238,0.0012
PS,2021,0.0002,0.0156,0.6221,0.0279,0.0044,0.3048,0,0.0238,0.0012
PS,2022,0.0002,0.0156,0.6221,0.0279,0.0044,0.3048,0,0.0238,0.0012
PS,2023,0.0002,0.0156,0.6221,0.0279,0.0044,0.3048,0,0.0238,0.0012
PS,2024,0.0002,0.0156,0.6221,0.0279,0.0044,0.3048,0,0.0238,0.0012
PS,2025,0.0002,0.0156,0.6221,0.0279,0.0044,0.3048,0,0.0238,0.0012
PT,2019,0.0561,0.1189,0.3446,0.1522,0.0208,0.009,0.0006,0.0242,0.2737
PT,2020,0.0682,0.0524,0.3525,0.2255,0.0135,0.0062,0.0004,0.0296,0.2516
PT,2021,0.0739,0.0334,0.3293,0.2144,0.0258,0.0074,0.0008,0.041,0.2739
PT,2022,0.0707,0.0318,0.3732,0.1348,0.038,0.0081,0.0013,0.066,0.2761
PT,2023,0.0634,0.0292,0.2464,0.2323,0.042,0.008,0.0014,0.0961,0.2812
PT,2024,0.0664,0.0289,0.1455,0.273,0.0445,0.0092,0.0014,0.1291,0.3021
PT,2025,0.0529,0.0119,0.1442,0.3644,0.016,0.0054,0.0005,0.085,0.3196
PY,2019,0.0028,0,0,0.9972,0,0,0,0,0
PY,2020,0.0028,0,0,0.9972,0,0,0,0,0
PY,2021,0.0028,0,0,0.9972,0,0,0,0,0
PY,2022,0.0028,0,0,0.9972,0,0,0,0,0
PY,2023,0.0028,0,0,0.9972,0,0,0,0,0
PY,2024,0.0028,0,0,0.9972,0,0,0,0,0
PY,2025,0.0028,0,0,0.9972,0,0,0,0,0
QA,2019,0,0,1,0,0,0,0,0,0
QA,2020,0,0,1,0,0,0,0,0,0
QA,2021,0,0,1,0,0,0,0,0,0
QA,2022,0,0,1,0,0,0,0,0,0
QA,2023,0,0,1,0,0,0,0,0,0
QA,2024,0,0,1,0,0,0,0,0,0
QA,2025,0,0,1,0,0,0,0,0,0
RE,2019,0.0852,0.3574,0,0.1377,0,0.3311,0,0.0852,0.0033
RE,2020,0.0852,0.3574,0,0.1377,0,0.3311,0,0.0852,0.0033
RE,2021,0.0852,0.3574,0,0.1377,0,0.3311,0,0.0852,0.0033
RE,2022,0.0852,0.3574,0,0.1377,0,0.3311,0,0.0852,0.0033
RE,2023,0.0852,0.3574,0,0.1377,0,0.3311,0,0.0852,0.0033
RE,2024,0.0852,0.3574,0,0.1377,0,0.3311,0,0.0852,0.0033
RE,2025,0.0852,0.3574,0,0.1377,0,0.3311,0,0.0852,0.0033
RO,2019,0.008,0.2338,0.1641,0.2619,0.1943,0.0008,0.0002,0.0234,0.1135
RO,2020,0.01,0.1724,0.1872,0.2734,0.2076,0.001,0.0003,0.0248,0.1234
RO,2021,0.0109,0.1855,0.186,0.2889,0.1939,0.001,0.0003,0.0229,0.1106
RO,2022,0.0106,0.1904,0.1936,0.2512,0.2011,0.0005,0.0002,0.028,0.1244
RO,2023,0.0065,0.1428,0.1684,0.318,0.1967,0.0001,0,0.0377,0.1299
RO,2024,0.0096,0.1313,0.1951,0.2618,0.2036,0.0014,0.0004,0.078,0.1188
RO,2025,0.0118,0.1466,0.2351,0.2057,0.2111,0.002,0.0006,0.0618,0.1254
RS,2019,0.0044,0.6592,0.0103,0.2728,0.0086,0.014,0.0002,0.0008,0.0296
RS,2020,0.0046,0.6881,0.0058,0.257,0.0047,0.0097,0.0001,0.0003,0.0299
RS,2021,0.0087,0.593,0.015,0.3097,0.0122,0.0232,0.0003,0.0018,0.036
RS,2022,0.0098,0.6141,0.0467,0.2545,0.0206,0.0092,0.0007,0.0054,0.039
RS,2023,0.0069,0.6015,0.0161,0.3403,0.001,0.0069,0,0.0004,0.0268
RS,2024,0.0086,0.606,0.0331,0.2896,0.0114,0.008,0.0004,0.0055,0.0375
RS,2025,0.0074,0.6211,0.0666,0.2543,0.0019,0.0063,0.0001,0.0004,0.042
RU,2019,0.0005,0.1654,0.4518,0.1762,0.1931,0.0115,0,0.0012,0.0003
RU,2020,0.0007,0.1586,0.4223,0.1981,0.2059,0.0113,0,0.0019,0.0013
RU,2021,0.0007,0.1589,0.4359,0.188,0.1994,0.0118,0,0.002,0.0032
RU,2022,0.0007,0.1671,0.4448,0.1714,0.1987,0.0104,0,0.0022,0.0046
RU,2023,0.0007,0.1687,0.4505,0.1724,0.1914,0.0105,0,0.0019,0.0039
RU,2024,0.0007,0.176,0.4462,0.1756,0.1845,0.0106,0,0.002,0.0044
RU,2025,0.0008,0.2017,0.4878,0.1341,0.1601,0.0117,0,0.0005,0.0034
RW,2019,0.0001,0.033,0.2528,0.4601,0.0005,0.218,0.0002,0.0345,0.0008
RW,2020,0.0001,0.033,0.2528,0.4601,0.0005,0.218,0.0002,0.0345,0.0008
RW,2021,0.0001,0.033,0.2528,0.4601,0.0005,0.218,0.0002,0.0345,0.0008
RW,2022,0.0001,0.033,0.2528,0.4601,0.0005,0.218,0.0002,0.0345,0.0008
RW,2023,0.0001,0.033,0.2528,0.4601,0.0005,0.218,0.0002,0.0345,0.0008
RW,2024,0.0001,0.033,0.2528,0.4601,0.0005,0.218,0.0002,0.0345,0.0008
RW,2025,0.0001,0.033,0.2528,0.4601,0.0005,0.218,0.0002,0.0345,0.0008
SA,2019,0,0,0.5906,0,0,0.4088,0,0.0006,0
SA,2020,0,0,0.5906,0,0,0.4088,0,0.0006,0
SA,2021,0,0,0.5906,0,0,0.4088,0,0.0006,0
SA,2022,0,0,0.5906,0,0,0.4088,0,0.0006,0
SA,2023,0,0,0.5906,0,0,0.4088,0,0.0006,0
SA,2024,0,0,0.5906,0,0,0.4088,0,0.0006,0
SA,2025,0,0,0.5906,0,0,0.4088,0,0.0006,0
SB,2019,0,0,0,0,0,1,0,0,0
SB,2020,0,0,0,0,0,1,0,0,0
SB,2021,0,0,0,0,0,1,0,0,0
SB,2022,0,0,0,0,0,1,0,0,0
SB,2023,0,0,0,0,0,1,0,0,0
SB,2024,0,0,0,0,0,1,0,0,0
SB,2025,0,0,0,0,0,1,0,0,0
SC,2019,0,0,0,0,0,0.9298,0,0.0702,0
SC,2020,0,0,0,0,0,0.9298,0,0.0702,0
SC,2021,0,0,0,0,0,0.9298,0,0.0702,0
SC,2022,0,0,0,0,0,0.9298,0,0.0702,0
SC,2023,0,0,0,0,0,0.9298,0,0.0702,0
SC,2024,0,0,0,0,0,0.9298,0,0.0702,0
SC,2025,0,0,0,0,0,0.9298,0,0.0702,0
SD,2019,0.0068,0.0039,0.0053,0.6235,0.0002,0.3587,0.0001,0.0013,0.0003
SD,2020,0.0068,0.0039,0.0053,0.6235,0.0002,0.3587,0.0001,0.0013,0.0003
SD,2021,0.0068,0.0039,0.0053,0.6235,0.0002,0.3587,0.0001,0.0013,0.0003
SD,2022,0.0068,0.0039,0.0053,0.6235,0.0002,0.3587,0.0001,0.0013,0.0003
SD,2023,0.0068,0.0039,0.0053,0.6235,0.0002,0.3587,0.0001,0.0013,0.0003
SD,2024,0.0068,0.0039,0.0053,0.6235,0.0002,0.3587,0.0001,0.0013,0.0003
SD,2025,0.0068,0.0039,0.0053,0.6235,0.0002,0.3587,0.0001,0.0013,0.0003
SE,2019,0.0578,0,0,0.4134,0.4052,0,0,0,0.1236
SE,2020,0.0442,0,0,0.4752,0.307,0,0,0,0.1736
SE,2021,0.056,0,0.0001,0.4604,0.3197,0,0,0,0.164
SE,2022,0.0541,0,0,0.4296,0.3085,0,0,0.0048,0.203
SE,2023,0.0471,0,0,0.4245,0.3003,0,0,0.0083,0.2198
SE,2024,0.0375,0,0,0.4011,0.2998,0,0,0.011,0.2507
SE,2025,0.0422,0,0,0.4071,0.2864,0,0,0.0045,0.2598
SG,2019,0,0,0.975,0,0,0.0214,0,0.0035,0
SG,2020,0,0,0.9744,0,0,0.02,0,0.0056,0
SG,2021,0,0,0.9724,0,0,0.0204,0,0.0072,0
SG,2022,0.0001,0.0018,0.9565,0.0005,0.0002,0.0289,0,0.0119,0.0002
SG,2023,0,0.0008,0.9604,0.0001,0.0001,0.022,0,0.0165,0.0001
SG,2024,0,0,0.9563,0,0,0.0225,0,0.0211,0
SG,2025,0,0,0.9609,0,0,0.0206,0,0.0185,0
SH,2019,0,0,0,0,0,1,0,0,0
SH,2020,0,0,0,0,0,1,0,0,0
SH,2021,0,0,0,0,0,1,0,0,0
SH,2022,0,0,0,0,0,1,0,0,0
SH,2023,0,0,0,0,0,1,0,0,0
SH,2024,0,0,0,0,0,1,0,0,0
SH,2025,0,0,0,0,0,1,0,0,0
SI,2019,0.0086,0.2702,0.0376,0.2837,0.3698,0.0082,0.0003,0.0169,0.0048
SI,2020,0.0083,0.2453,0.0338,0.2967,0.3867,0.0081,0.0002,0.0171,0.0037
SI,2021,0.0053,0.2377,0.0445,0.3072,0.3713,0.0089,0.0003,0.0203,0.0044
SI,2022,0.0088,0.2235,0.0584,0.238,0.4107,0.011,0.0007,0.0358,0.0131
SI,2023,0.0051,0.2013,0.0365,0.3312,0.3655,0.009,0.0003,0.0453,0.0056
SI,2024,0.0081,0.2056,0.0344,0.3229,0.3497,0.0028,0.0001,0.0742,0.0022
SI,2025,0.0079,0.2274,0.0584,0.2399,0.3855,0.0002,0.0001,0.0798,0.0009
SK,2019,0.0296,0.0654,0.1074,0.1558,0.5361,0.062,0.0191,0.0195,0.0053
SK,2020,0.0325,0.0427,0.1221,0.161,0.5464,0.057,0.0173,0.0186,0.0023
SK,2021,0.0308,0.0511,0.1406,0.1457,0.533,0.0602,0.0169,0.018,0.0036
SK,2022,0.0294,0.0527,0.0776,0.142,0.5908,0.064,0.0153,0.0225,0.0055
SK,2023,0.0279,0.0328,0.0706,0.1582,0.6305,0.049,0.0144,0.0165,0
SK,2024,0.0312,0.0079,0.0858,0.1632,0.6307,0.045,0.0164,0.0197,0
SK,2025,0.0267,0.004,0.112,0.0959,0.68,0.052,0.016,0.0134,0
SL,2019,0,0,0,0.9,0,0.05,0,0.05,0
SL,2020,0,0,0,0.9,0,0.05,0,0.05,0
SL,2021,0,0,0,0.9,0,0.05,0,0.05,0
SL,2022,0,0,0,0.9,0,0.05,0,0.05,0
SL,2023,0,0,0,0.9,0,0.05,0,0.05,0
SL,2024,0,0,0,0.9,0,0.05,0,0.05,0
SL,2025,0,0,0,0.9,0,0.05,0,0.05,0
SN,2019,0.0197,0.1395,0.0313,0.059,0.0008,0.6906,0.0003,0.0544,0.0044
SN,2020,0.0197,0.1395,0.0313,0.059,0.0008,0.6906,0.0003,0.0544,0.0044
SN,2021,0.0197,0.1395,0.0313,0.059,0.0008,0.6906,0.0003,0.0544,0.0044
