country,year,Bioenergy,Coal,Gas,Hydro,Nuclear,Other Fossil,Other Renewables,Solar,Wind
AE,2019,0,0,0.9736,0,0,0,0,0.0264,0
AE,2020,0,0,0.9736,0,0,0,0,0.0264,0
AE,2021,0,0,0.9736,0,0,0,0,0.0264,0
AE,2022,0,0,0.9736,0,0,0,0,0.0264,0
AE,2023,0,0,0.9736,0,0,0,0,0.0264,0
AE,2024,0,0,0.9736,0,0,0,0,0.0264,0
AE,2025,0,0,0.9736,0,0,0,0,0.0264,0
AF,2019,0.0119,0.4629,0.0931,0.2982,0.0412,0.0237,0.0043,0.0331,0.0316
AF,2020,0.0132,0.4553,0.0907,0.3005,0.0411,0.0228,0.0037,0.0375,0.035
AF,2021,0.0148,0.4534,0.0858,0.2922,0.0412,0.0231,0.0038,0.0418,0.044
AF,2022,0.0161,0.444,0.0817,0.2922,0.041,0.0233,0.004,0.0489,0.0488
AF,2023,0.0164,0.4471,0.0778,0.2813,0.0411,0.0213,0.004,0.057,0.054
AF,2024,0.0158,0.4343,0.0752,0.2845,0.0404,0.0202,0.0041,0.0691,0.0564
AF,2025,0.0167,0.4376,0.0757,0.2581,0.0426,0.0213,0.0042,0.0781,0.0657
AG,2019,0,0,0,0,0,0.9722,0,0.0278,0
AG,2020,0,0,0,0,0,0.9722,0,0.0278,0
AG,2021,0,0,0,0,0,0.9722,0,0.0278,0
AG,2022,0,0,0,0,0,0.9722,0,0.0278,0
AG,2023,0,0,0,0,0,0.9722,0,0.0278,0
AG,2024,0,0,0,0,0,0.9722,0,0.0278,0
AG,2025,0,0,0,0,0,0.9722,0,0.0278,0
AL,2019,0.0088,0.0528,0.0822,0.7335,0.072,0.007,0.002,0.0125,0.0292
AL,2020,0.0093,0.0468,0.0799,0.7385,0.0683,0.0068,0.0021,0.0148,0.0336
AL,2021,0.0095,0.0493,0.081,0.7349,0.0695,0.0068,0.002,0.0155,0.0316
AL,2022,0.0095,0.053,0.0815,0.73,0.0621,0.0068,0.0021,0.0189,0.0361
AL,2023,0.0088,0.0463,0.0758,0.7352,0.0632,0.0064,0.0021,0.0224,0.0398
AL,2024,0.009,0.0423,0.0716,0.7379,0.064,0.0064,0.002,0.0264,0.0404
AL,2025,0.0089,0.0468,0.0816,0.7305,0.0638,0.0069,0.002,0.0194,0.04
AM,2019,0,0,0.3984,0.3132,0.2883,0,0,0,0
AM,2020,0,0,0.4096,0.2315,0.3589,0,0,0,0
AM,2021,0,0,0.4411,0.2853,0.2618,0,0,0.0118,0
AM,2022,0.0002,0.0042,0.4313,0.2185,0.3176,0.0001,0,0.0276,0.0005
AM,2023,0.0002,0.0053,0.4361,0.1955,0.3166,0.0001,0,0.0454,0.0007
AM,2024,0.0003,0.0092,0.4239,0.2249,0.2781,0.0001,0.0001,0.0623,0.0012
AM,2025,0,0,0.4925,0.194,0.2388,0,0,0.0746,0
AO,2019,0.0032,0,0.1037,0.7276,0,0.1643,0,0.0013,0
AO,2020,0.0032,0,0.1037,0.7276,0,0.1643,0,0.0013,0
AO,2021,0.0032,0,0.1037,0.7276,0,0.1643,0,0.0013,0
AO,2022,0.0032,0,0.1037,0.7276,0,0.1643,0,0.0013,0
AO,2023,0.0032,0,0.1037,0.7276,0,0.1643,0,0.0013,0
AO,2024,0.0032,0,0.1037,0.7276,0,0.1643,0,0.0013,0
AO,2025,0.0032,0,0.1037,0.7276,0,0.1643,0,0.0013,0
AR,2019,0.0044,0.0092,0.5815,0.2843,0.0597,0.0161,0.0001,0.0063,0.0384
AR,2020,0.0055,0.0135,0.5826,0.2285,0.0746,0.0153,0,0.01,0.07
AR,2021,0.0078,0.0198,0.599,0.1784,0.0717,0.0164,0,0.0155,0.0913
AR,2022,0.0085,0.0222,0.5376,0.236,0.0523,0.0195,0.0003,0.0221,0.1013
AR,2023,0.0082,0.011,0.4813,0.2943,0.0616,0.0174,0.0003,0.0242,0.1017
AR,2024,0.0088,0.0061,0.508,0.2506,0.072,0.0119,0.0002,0.0288,0.1136
AR,2025,0.0078,0.0039,0.5897,0.1881,0.061,0.0112,0.0002,0.033,0.1052
AS,2019,0,0,0,0,0,1,0,0,0
AS,2020,0,0,0,0,0,1,0,0,0
AS,2021,0,0,0,0,0,1,0,0,0
AS,2022,0,0,0,0,0,1,0,0,0
AS,2023,0,0,0,0,0,1,0,0,0
AS,2024,0,0,0,0,0,1,0,0,0
AS,2025,0,0,0,0,0,1,0,0,0
AT,2019,0.0331,0.0312,0.166,0.5902,0.0176,0.0169,0.0005,0.0237,0.1209
AT,2020,0.0275,0.0153,0.1531,0.6271,0.0143,0.0174,0.0004,0.0289,0.1159
AT,2021,0.025,0.0222,0.1724,0.5787,0.0299,0.0182,0.0008,0.0383,0.1145
AT,2022,0.0402,0.0239,0.1817,0.535,0.0272,0.0183,0.0009,0.0538,0.119
AT,2023,0.0228,0.0099,0.1131,0.6131,0.0122,0.0172,0.0004,0.0789,0.1324
AT,2024,0.0272,0.0026,0.093,0.62,0.0036,0.0152,0.0001,0.1044,0.1338
AT,2025,0.0343,0.0209,0.2501,0.4301,0.0286,0.0172,0.0009,0.0816,0.1364
AU,2019,0.0017,0.6581,0.1155,0.0611,0,0,0,0.0789,0.0848
AU,2020,0.0013,0.6339,0.1011,0.0643,0,0,0,0.0997,0.0997
AU,2021,0.0012,0.6055,0.079,0.0705,0,0.0004,0,0.1257,0.1176
AU,2022,0.001,0.5584,0.091,0.0727,0,0.0003,0,0.1479,0.1286
AU,2023,0.0014,0.5405,0.0757,0.0662,0,0.0001,0,0.1815,0.1346
AU,2024,0.0019,0.5324,0.0773,0.0571,0,0.0003,0,0.1967,0.1343
AU,2025,0.0011,0.511,0.0612,0.0441,0,0.0002,0,0.2418,0.1405
AW,2019,0,0,0,0,0,0.8283,0,0.0303,0.1414
AW,2020,0,0,0,0,0,0.8283,0,0.0303,0.1414
AW,2021,0,0,0,0,0,0.8283,0,0.0303,0.1414
AW,2022,0,0,0,0,0,0.8283,0,0.0303,0.1414
AW,2023,0,0,0,0,0,0.8283,0,0.0303,0.1414
AW,2024,0,0,0,0,0,0.8283,0,0.0303,0.1414
AW,2025,0,0,0,0,0,0.8283,0,0.0303,0.1414
AZ,2019,0,0,0.9366,0.0634,0,0,0,0,0
AZ,2020,0,0,0.9559,0.0441,0,0,0,0,0
AZ,2021,0,0,0.9253,0.0499,0,0.0232,0,0.0016,0
AZ,2022,0,0,0.9322,0.061,0,0.0045,0,0.0023,0
AZ,2023,0.0001,0.0021,0.9229,0.0673,0.0002,0.0045,0,0.0027,0.0002
AZ,2024,0,0,0.8658,0.1156,0,0.0044,0,0.0142,0
AZ,2025,0,0,0.8685,0.1036,0,0.004,0,0.0239,0
BA,2019,0,0.6171,0,0.3719,0,0,0,0,0.011
BA,2020,0,0.7117,0,0.2781,0,0,0,0,0.0102
BA,2021,0,0.6368,0,0.3436,0,0,0,0.0015,0.0182
BA,2022,0,0.6947,0,0.2788,0,0,0,0.006,0.0205
BA,2023,0,0.6113,0,0.3654,0,0,0,0.012,0.0114
BA,2024,0,0.6324,0,0.3324,0,0,0,0.0244,0.0108
BA,2025,0,0.5954,0,0.3817,0,0,0,0.0076,0.0153
BB,2019,0,0,0.0283,0,0,0.934,0,0.0377,0
BB,2020,0,0,0.0283,0,0,0.934,0,0.0377,0
BB,2021,0,0,0.0283,0,0,0.934,0,0.0377,0
BB,2022,0,0,0.0283,0,0,0.934,0,0.0377,0
BB,2023,0,0,0.0283,0,0,0.934,0,0.0377,0
BB,2024,0,0,0.0283,0,0,0.934,0,0.0377,0
BB,2025,0,0,0.0283,0,0,0.934,0,0.0377,0
BD,2019,0.0015,0.0845,0.7008,0.0251,0.0052,0.1744,0.0006,0.004,0.004
BD,2020,0.0015,0.1165,0.6592,0.0233,0.0048,0.1859,0.0004,0.0042,0.0041
BD,2021,0.0016,0.112,0.6112,0.0196,0.0046,0.239,0.0004,0.0066,0.0049
BD,2022,0.0019,0.14,0.5194,0.0209,0.0049,0.297,0.0005,0.0095,0.0059
BD,2023,0.0036,0.2697,0.5054,0.0271,0.0089,0.1551,0.0009,0.0177,0.0116
BD,2024,0.0032,0.3647,0.4498,0.0281,0.0083,0.1112,0.0008,0.0224,0.0115
BD,2025,0.0038,0.3877,0.4003,0.0151,0.0097,0.1379,0.001,0.0297,0.0149
BE,2019,0.0273,0.0042,0.2705,0.0053,0.4692,0.0877,0.0001,0.0398,0.0959
BE,2020,0.0289,0.0027,0.289,0.005,0.3959,0.0897,0.0001,0.0515,0.1372
BE,2021,0.0237,0.0008,0.2064,0.0032,0.515,0.0812,0,0.0501,0.1195
BE,2022,0.0219,0.0001,0.2241,0.001,0.469,0.0848,0,0.0727,0.1265
BE,2023,0.0129,0.0077,0.1994,0.0118,0.3934,0.0994,0.0004,0.0922,0.1828
BE,2024,0.0119,0.0181,0.166,0.026,0.3957,0.0919,0.0009,0.1117,0.1778
BE,2025,0.0117,0.021,0.2375,0.0237,0.381,0.0994,0.0009,0.0837,0.1411
BF,2019,0.0239,0.1216,0.1665,0.1064,0.0061,0.5256,0.0024,0.0387,0.009
BF,2020,0.0239,0.1216,0.1665,0.1064,0.0061,0.5256,0.0024,0.0387,0.009
BF,2021,0.0239,0.1216,0.1665,0.1064,0.0061,0.5256,0.0024,0.0387,0.009
BF,2022,0.0239,0.1216,0.1665,0.1064,0.0061,0.5256,0.0024,0.0387,0.009
BF,2023,0.0239,0.1216,0.1665,0.1064,0.0061,0.5256,0.0024,0.0387,0.009
BF,2024,0.0239,0.1216,0.1665,0.1064,0.0061,0.5256,0.0024,0.0387,0.009
BF,2025,0.0239,0.1216,0.1665,0.1064,0.0061,0.5256,0.0024,0.0387,0.009
BG,2019,0.0053,0.437,0.0509,0.067,0.3806,0,0,0.0304,0.0289
BG,2020,0.0061,0.3794,0.0562,0.0731,0.414,0.0001,0,0.0352,0.0359
BG,2021,0.005,0.4131,0.0598,0.1069,0.3547,0,0,0.0306,0.0299
BG,2022,0.0048,0.4779,0.0534,0.0751,0.3279,0,0,0.0328,0.028
BG,2023,0.0047,0.3403,0.0557,0.0783,0.4046,0.0001,0,0.0776,0.0386
BG,2024,0.0044,0.265,0.0638,0.082,0.4137,0.0007,0.0002,0.1291,0.0411
BG,2025,0.0027,0.3538,0.0585,0.0501,0.3961,0,0,0.1026,0.0362
BH,2019,0,0,0.9987,0.0001,0,0.0006,0,0.0006,0
BH,2020,0,0,0.9987,0.0001,0,0.0006,0,0.0006,0
BH,2021,0,0,0.9987,0.0001,0,0.0006,0,0.0006,0
BH,2022,0,0,0.9987,0.0001,0,0.0006,0,0.0006,0
BH,2023,0,0,0.9987,0.0001,0,0.0006,0,0.0006,0
BH,2024,0,0,0.9987,0.0001,0,0.0006,0,0.0006,0
BH,2025,0,0,0.9987,0.0001,0,0.0006,0,0.0006,0
BI,2019,0.0211,0.0616,0.0843,0.5637,0.0031,0.2579,0.0012,0.0026,0.0046
BI,2020,0.0211,0.0616,0.0843,0.5637,0.0031,0.2579,0.0012,0.0026,0.0046
BI,2021,0.0211,0.0616,0.0843,0.5637,0.0031,0.2579,0.0012,0.0026,0.0046
BI,2022,0.0211,0.0616,0.0843,0.5637,0.0031,0.2579,0.0012,0.0026,0.0046
BI,2023,0.0211,0.0616,0.0843,0.5637,0.0031,0.2579,0.0012,0.0026,0.0046
BI,2024,0.0211,0.0616,0.0843,0.5637,0.0031,0.2579,0.0012,0.0026,0.0046
BI,2025,0.0211,0.0616,0.0843,0.5637,0.0031,0.2579,0.0012,0.0026,0.0046
BJ,2019,0.0025,0.2018,0.4726,0.1083,0.0101,0.1713,0.004,0.0146,0.0149
BJ,2020,0.0025,0.2018,0.4726,0.1083,0.0101,0.1713,0.004,0.0146,0.0149
BJ,2021,0.0025,0.2018,0.4726,0.1083,0.0101,0.1713,0.004,0.0146,0.0149
BJ,2022,0.0025,0.2018,0.4726,0.1083,0.0101,0.1713,0.004,0.0146,0.0149
BJ,2023,0.0025,0.2018,0.4726,0.1083,0.0101,0.1713,0.004,0.0146,0.0149
BJ,2024,0.0025,0.2018,0.4726,0.1083,0.0101,0.1713,0.004,0.0146,0.0149
BJ,2025,0.0025,0.2018,0.4726,0.1083,0.0101,0.1713,0.004,0.0146,0.0149
BM,2019,0.0164,0,0,0,0,0.9836,0,0,0
BM,2020,0.0164,0,0,0,0,0.9836,0,0,0
BM,2021,0.0164,0,0,0,0,0.9836,0,0,0
BM,2022,0.0164,0,0,0,0,0.9836,0,0,0
BM,2023,0.0164,0,0,0,0,0.9836,0,0,0
BM,2024,0.0164,0,0,0,0,0.9836,0,0,0
BM,2025,0.0164,0,0,0,0,0.9836,0,0,0
BN,2019,0,0.0974,0.8925,0,0,0.0101,0,0,0
BN,2020,0,0.0974,0.8925,0,0,0.0101,0,0,0
BN,2021,0,0.0974,0.8925,0,0,0.0101,0,0,0
BN,2022,0,0.0974,0.8925,0,0,0.0101,0,0,0
BN,2023,0,0.0974,0.8925,0,0,0.0101,0,0,0
BN,2024,0,0.0974,0.8925,0,0,0.0101,0,0,0
BN,2025,0,0.0974,0.8925,0,0,0.0101,0,0,0
BO,2019,0.0158,0,0.6193,0.3407,0,0,0,0.0168,0.0074
BO,2020,0.0141,0,0.6334,0.32,0,0,0,0.026,0.0065
BO,2021,0.0181,0,0.6125,0.3243,0,0,0,0.0341,0.011
BO,2022,0.0122,0,0.641,0.2697,0,0,0,0.0338,0.0432
BO,2023,0.0097,0,0.7083,0.2066,0,0,0,0.0319,0.0434
BO,2024,0.0085,0,0.6749,0.2446,0,0,0,0.0299,0.0419
BO,2025,0,0,0.661,0.3014,0,0,0,0.0274,0.0103
BR,2019,0.0165,0.0246,0.082,0.722,0.0285,0.0206,0,0.0117,0.0942
BR,2020,0.0179,0.0194,0.0751,0.7231,0.0251,0.0237,0,0.0192,0.0964
BR,2021,0.0135,0.0273,0.1359,0.6177,0.0244,0.0357,0,0.0278,0.1178
BR,2022,0.0127,0.011,0.0617,0.7003,0.0233,0.0155,0,0.0482,0.1272
BR,2023,0.0135,0.0115,0.0531,0.6685,0.0219,0.0116,0,0.0782,0.1416
BR,2024,0.0136,0.0131,0.0651,0.6148,0.0226,0.0111,0,0.1076,0.1521
BR,2025,0.0044,0.0086,0.0334,0.6886,0.022,0.0092,0,0.1224,0.1115
BS,2019,0,0,0,0,0,1,0,0,0
BS,2020,0,0,0,0,0,1,0,0,0
BS,2021,0,0,0,0,0,1,0,0,0
BS,2022,0,0,0,0,0,1,0,0,0
BS,2023,0,0,0,0,0,1,0,0,0
BS,2024,0,0,0,0,0,1,0,0,0
BS,2025,0,0,0,0,0,1,0,0,0
BT,2019,0,0,0,1,0,0,0,0,0
BT,2020,0,0,0,1,0,0,0,0,0
BT,2021,0,0,0,1,0,0,0,0,0
BT,2022,0,0,0,1,0,0,0,0,0
BT,2023,0,0,0,1,0,0,0,0,0
BT,2024,0,0,0,1,0,0,0,0,0
BT,2025,0,0,0,1,0,0,0,0,0
BW,2019,0.0011,0.7968,0.1186,0.0465,0.0043,0.0182,0.0017,0.0065,0.0064
BW,2020,0.0011,0.7968,0.1186,0.0465,0.0043,0.0182,0.0017,0.0065,0.0064
BW,2021,0.0011,0.7968,0.1186,0.0465,0.0043,0.0182,0.0017,0.0065,0.0064
BW,2022,0.0011,0.7968,0.1186,0.0465,0.0043,0.0182,0.0017,0.0065,0.0064
BW,2023,0.0011,0.7968,0.1186,0.0465,0.0043,0.0182,0.0017,0.0065,0.0064
BW,2024,0.0011,0.7968,0.1186,0.0465,0.0043,0.0182,0.0017,0.0065,0.0064
BW,2025,0.0011,0.7968,0.1186,0.0465,0.0043,0.0182,0.0017,0.0065,0.0064
BY,2019,0.003,0.0001,0.8793,0.0091,0.0002,0.099,0,0.0048,0.0045
BY,2020,0.0064,0.0008,0.8166,0.0114,0.0098,0.1447,0,0.0043,0.006
BY,2021,0.006,0.0005,0.7077,0.0101,0.1412,0.1256,0,0.0046,0.0042
BY,2022,0.0062,0,0.7344,0.0095,0.1169,0.1233,0,0.0054,0.0043
BY,2023,0.0122,0.0001,0.5904,0.0092,0.2862,0.0937,0,0.0037,0.0045
BY,2024,0.0132,0.0011,0.5127,0.0102,0.3797,0.0726,0.0001,0.0061,0.0044
BY,2025,0.0125,0,0.5719,0.0063,0.325,0.075,0,0.0063,0.0031
BZ,2019,0.1709,0.0232,0.1055,0.5234,0.0095,0.1208,0.0033,0.0184,0.0251
BZ,2020,0.1713,0.0187,0.1089,0.5275,0.0098,0.1105,0.0032,0.0219,0.0282
BZ,2021,0.1708,0.018,0.1195,0.5133,0.0097,0.1075,0.0029,0.0252,0.0332
BZ,2022,0.1705,0.0142,0.1011,0.5286,0.0084,0.1098,0.0029,0.0295,0.035
BZ,2023,0.1707,0.0171,0.1023,0.5191,0.0088,0.1057,0.0026,0.0355,0.038
BZ,2024,0.171,0.0157,0.1043,0.5107,0.0092,0.1038,0.0024,0.042,0.041
BZ,2025,0.1693,0.0135,0.094,0.5273,0.0093,0.1023,0.0024,0.0465,0.0353
CA,2019,0.0168,0.0744,0.1061,0.5899,0.1487,0.0087,0.0003,0.0038,0.0514
CA,2020,0.0151,0.0582,0.1098,0.6023,0.1455,0.0078,0.0002,0.004,0.0572
CA,2021,0.0157,0.0537,0.1211,0.6008,0.1389,0.0074,0.0003,0.0043,0.0577
CA,2022,0.0141,0.0407,0.1281,0.6132,0.1282,0.0092,0.0002,0.0049,0.0614
CA,2023,0.0151,0.0438,0.1378,0.5833,0.1376,0.0099,0.0002,0.0076,0.0646
CA,2024,0.0161,0.047,0.1479,0.5594,0.134,0.0105,0.0005,0.0088,0.0757
CA,2025,0.0151,0.0439,0.1378,0.5896,0.1167,0.0097,0.0006,0.0033,0.0833
