id,family,name,category,vcpus,memory,ssd,hdd,cpu,accelerators,accelerator
m176bds-v3,mbdsv3,m176bds v3,memory,176,1536,400,0,intel-xeon-8480c,0,
m176bds4-v3,mbdsv3,m176bds4 v3,memory,176,3892,8000,0,intel-xeon-8480c,0,
m176bs-v3,mbsv3,m176bs v3,memory,176,1536,0,0,intel-xeon-8480c,0,
m176ds3-v3,mdsv3,m176ds3 v3,memory,176,2794,400,0,intel-xeon-8480c,0,
m176ds4-v3,mdsv3,m176ds4 v3,memory,176,3892,400,0,intel-xeon-8480c,0,
m176s3-v3,msv3,m176s3 v3,memory,176,2794,0,0,intel-xeon-8480c,0,
m176s4-v3,msv3,m176s4 v3,memory,176,3892,0,0,intel-xeon-8480c,0,
m1792ixds32-v3,mdsv3,m1792ixds32 v3,memory,1792,30400,4096,0,intel-xeon-8490h,0,
m192idms-v2,mdsv2,m192idms v2,memory,192,4096,4096,0,intel-xeon-8480c,0,
m192ids-v2,mdsv2,m192ids v2,memory,192,2048,4096,0,intel-xeon-8480c,0,
m192ims-v2,msv2,m192ims v2,memory,192,4096,0,0,intel-xeon-8280,0,
m192is-v2,msv2,m192is v2,memory,192,2048,0,0,intel-xeon-8280,0,
m208ms-v2,mv2,m208ms v2,memory,208,5700,4096,0,intel-xeon-8180m,0,
m208s-v2,mv2,m208s v2,memory,208,2850,4096,0,intel-xeon-8180m,0,
m24ds-v3,mdsv3,m24ds v3,memory,24,480,400,0,intel-xeon-8480c,0,
m24s-v3,msv3,m24s v3,memory,24,480,0,0,intel-xeon-8480c,0,
m32bds-v3,mbdsv3,m32bds v3,memory,32,256,400,0,intel-xeon-8480c,0,
m32bs-v3,mbsv3,m32bs v3,memory,32,256,0,0,intel-xeon-8480c,0,
m32dms-v2,mdsv2,m32dms v2,memory,32,875,1024,0,intel-xeon-8480c,0,
m32ls,mv1,m32ls,memory,32,256,1024,0,"intel-xeon-e78890v3,intel-xeon-8280m",0,
m32ms,mv1,m32ms,memory,32,875,1024,0,"intel-xeon-e78890v3,intel-xeon-8280m",0,
m32ms-v2,msv2,m32ms v2,memory,32,875,0,0,intel-xeon-8280,0,
m32ts,mv1,m32ts,memory,32,192,1024,0,"intel-xeon-e78890v3,intel-xeon-8280m",0,
m416ds6-v3,mdsv3,m416ds6 v3,memory,416,5700,400,0,intel-xeon-8480c,0,
m416ds8-v3,mdsv3,m416ds8 v3,memory,416,7600,400,0,intel-xeon-8480c,0,
m416ms-v2,mv2,m416ms v2,memory,416,11400,8192,0,intel-xeon-8180m,0,
m416s-v2,mv2,m416s v2,memory,416,5700,8192,0,intel-xeon-8180m,0,
m416s6-v3,msv3,m416s6 v3,memory,416,5700,0,0,intel-xeon-8480c,0,
m416s8-v3,msv3,m416s8 v3,memory,416,7600,0,0,intel-xeon-8480c,0,
m48bds-v3,mbdsv3,m48bds v3,memory,48,384,400,0,intel-xeon-8480c,0,
m48bs-v3,mbsv3,m48bs v3,memory,48,384,0,0,intel-xeon-8480c,0,
m48ds1-v3,mdsv3,m48ds1 v3,memory,48,974,400,0,intel-xeon-8480c,0,
m48s1-v3,msv3,m48s1 v3,memory,48,974,0,0,intel-xeon-8480c,0,
m624ds12-v3,mdsv3,m624ds12 v3,memory,624,11400,400,0,intel-xeon-8480c,0,
m624s12-v3,msv3,m624s12 v3,memory,624,11400,0,0,intel-xeon-8480c,0,
m624s12-v3,msv3,m624s12 v3,memory,624,11400,0,0,intel-xeon-8480c,0,
m64bds-v3,mbdsv3,m64bds v3,memory,64,512,400,0,intel-xeon-8480c,0,
m64bds1-v3,mbdsv3,m64bds1 v3,memory,64,1397,3000,0,intel-xeon-8480c,0,
m64bs-v3,mbsv3,m64bs v3,memory,64,512,0,0,intel-xeon-8480c,0,
m64dms-v2,mdsv2,m64dms v2,memory,64,1792,2048,0,intel-xeon-8480c,0,
m64ds-v2,mdsv2,m64ds v2,memory,64,1024,2048,0,intel-xeon-8480c,0,
m64ls,mv1,m64ls,memory,64,512,2048,0,"intel-xeon-e78890v3,intel-xeon-8280m",0,
m64m,mv1,m64m,memory,64,1792,7168,0,"intel-xeon-e78890v3,intel-xeon-8280m",0,
m64ms,mv1,m64ms,memory,64,1792,2048,0,"intel-xeon-e78890v3,intel-xeon-8280m",0,
m64ms-v2,msv2,m64ms v2,memory,64,1792,0,0,intel-xeon-8280,0,
m64s,mv1,m64s,memory,64,1024,2048,0,"intel-xeon-e78890v3,intel-xeon-8280m",0,
m64s-v2,msv2,m64s v2,memory,64,1024,0,0,intel-xeon-8280,0,
m832ds12-v3,mdsv3,m832ds12 v3,memory,832,15200,400,0,intel-xeon-8480c,0,
m832ids16-v3,mdsv3,m832ids16 v3,memory,832,11400,400,0,intel-xeon-8480c,0,
m832is16-v3,msv3,m832is16 v3,memory,832,15200,0,0,intel-xeon-8480c,0,
m832is168-v3,msv3,m832is168 v3,memory,832,15200,0,0,intel-xeon-8480c,0,
m832s12-v3,msv3,m832s12 v3,memory,832,11400,0,0,intel-xeon-8480c,0,
m832s12-v3,msv3,m832s12 v3,memory,832,11400,0,0,intel-xeon-8480c,0,
m896ixds32-v3,mdsv3,m896ixds32 v3,memory,896,30400,4096,0,intel-xeon-8490h,0,
m8ms,mv1,m8ms,memory,8,219,256,0,"intel-xeon-e78890v3,intel-xeon-8280m",0,
m96bds-v3,mbdsv3,m96bds v3,memory,96,768,400,0,intel-xeon-8480c,0,
m96bds2-v3,mbdsv3,m96bds2 v3,memory,96,1946,4500,0,intel-xeon-8480c,0,
m96bs-v3,mbsv3,m96bs v3,memory,96,768,0,0,intel-xeon-8480c,0,
m96ds1-v3,mdsv3,m96ds1 v3,memory,96,974,400,0,intel-xeon-8480c,0,
m96ds2-v3,mdsv3,m96ds2 v3,memory,96,1946,400,0,intel-xeon-8480c,0,
m96s1-v3,msv3,m96s1 v3,memory,96,974,0,0,intel-xeon-8480c,0,
m96s2-v3,msv3,m96s2 v3,memory,96,1946,0,0,intel-xeon-8480c,0,
nc12,ncv1,nc12,accelerated,12,112,680,0,intel-xeon-e52690v3,2,nvidia-tesla-k80
nc12s-v2,ncv2,nc12s v2,accelerated,12,224,1474,0,intel-xeon-e52690v4,2,nvidia-tesla-p10016
nc12s-v3,ncv3,nc12s v3,accelerated,12,224,1474,0,intel-xeon-e52690v4,2,nvidia-tesla-v10016
nc16as-t4-v3,ncast4v3,nc16as t4 v3,accelerated,16,110,360,0,amd-epyc-9004,1,nvidia-tesla-t4
nc24,ncv1,nc24,accelerated,24,224,1440,0,intel-xeon-e52690v3,4,nvidia-tesla-k80
nc24ads-a100-v4,nca100v4,nc24ads a100 v4,accelerated,24,220,958,0,amd-epyc-7v13,1,nvidia-tesla-a10080
nc24r,ncv1,nc24r,accelerated,24,224,1440,0,intel-xeon-e52690v3,4,nvidia-tesla-k80
nc24rs-v2,ncv2,nc24rs v2,accelerated,24,448,2948,0,intel-xeon-e52690v4,4,nvidia-tesla-p10016
nc24rs-v3,ncv3,nc24rs v3,accelerated,24,448,2948,0,intel-xeon-e52690v4,4,nvidia-tesla-v10016
nc24s-v2,ncv2,nc24s v2,accelerated,24,448,2948,0,intel-xeon-e52690v4,4,nvidia-tesla-p10016
nc24s-v3,ncv3,nc24s v3,accelerated,24,448,2948,0,intel-xeon-e52690v4,4,nvidia-tesla-v10016
nc40ads-h100-v5,ncadsh100v5,nc40ads h100 v5,accelerated,40,320,3576,0,amd-epyc-9004,1,nvidia-tesla-h10094
nc48ads-a100-v4,nca100v4,nc48ads a100 v4,accelerated,48,440,1916,0,amd-epyc-7v13,2,nvidia-tesla-a10080
nc4as-t4-v3,ncast4v3,nc4as t4 v3,accelerated,4,28,180,0,amd-epyc-9004,1,nvidia-tesla-t4
nc6,ncv1,nc6,accelerated,6,56,340,0,intel-xeon-e52690v3,1,nvidia-tesla-k80
nc64as-t4-v3,ncast4v3,nc64as t4 v3,accelerated,64,448,2880,0,amd-epyc-9004,4,nvidia-tesla-t4
nc6s-v2,ncv2,nc6s v2,accelerated,6,112,736,0,intel-xeon-e52690v4,1,nvidia-tesla-p10016
nc6s-v3,ncv3,nc6s v3,accelerated,6,112,736,0,intel-xeon-e52690v4,1,nvidia-tesla-v10016
nc80adis-h100-v5,ncadsh100v5,nc80adis h100 v5,accelerated,80,640,7152,0,amd-epyc-9004,2,nvidia-tesla-h10094
nc8as-t4-v3,ncast4v3,nc8as t4 v3,accelerated,8,56,360,0,amd-epyc-9004,1,nvidia-tesla-t4
nc96ads-a100-v4,nca100v4,nc96ads a100 v4,accelerated,96,880,3832,0,amd-epyc-7v13,4,nvidia-tesla-a10080
ncc40ads-h100-v5,nccadsh100v5,ncc40ads h100 v5,accelerated,40,320,3576,0,amd-epyc-9004,1,nvidia-tesla-h10094
nd12s,ndv1,nd12s,accelerated,12,224,1474,0,intel-xeon-e52690v4,2,nvidia-tesla-p40
nd24rs,ndv1,nd24rs,accelerated,24,448,2948,0,intel-xeon-e52690v4,4,nvidia-tesla-p40
nd24s,ndv1,nd24s,accelerated,24,448,2948,0,intel-xeon-e52690v4,4,nvidia-tesla-p40
nd40rs-v2,ndv2,nd40rs v2,accelerated,40,672,2900,0,intel-xeon-8168,8,nvidia-tesla-v10032
nd6s,ndv1,nd6s,accelerated,6,112,736,0,intel-xeon-e52690v4,1,nvidia-tesla-p40
nd96amsr-a100-v4,ndma100v4,nd96amsr a100 v4,accelerated,96,1923,6553,0,amd-epyc-7v12,8,nvidia-tesla-a10080
nd96asr-a100-v4,ndasra100v4,nd96asr a100 v4,accelerated,96,900,6500,0,amd-epyc-7v12,8,nvidia-tesla-a10040
nd96isr-h100-v5,ndh100v5,nd96isr h100 v5,accelerated,96,1900,28000,0,intel-xeon-8480c,8,nvidia-tesla-h10080
nd96isr-h200-v5,ndh200v5,nd96isr h200 v5,accelerated,96,1900,28000,0,intel-xeon-8480c,8,nvidia-tesla-h200
nd96isr-mi300x-v5,ndmi300xv5,nd96isr mi300x v5,accelerated,96,1900,28000,0,intel-xeon-8480c,8,amd-radeon-mi300x
ng16ads-v620-v1,ngadsv620,ng16ads v620 v1,accelerated,16,32,512,0,amd-epyc-7763,0.5,amd-radeon-v620
ng32adms-v620-v1,ngadsv620,ng32adms v620 v1,accelerated,32,176,1024,0,amd-epyc-7763,1,amd-radeon-v620
ng32ads-v620-v1,ngadsv620,ng32ads v620 v1,accelerated,32,64,1024,0,amd-epyc-7763,1,amd-radeon-v620
ng8ads-v620-v1,ngadsv620,ng8ads v620 v1,accelerated,8,16,256,0,amd-epyc-7763,0.25,amd-radeon-v620
nm16ads-ma35d,nmadsma35d,nm16ads ma35d,accelerated,16,30,71,0,amd-epyc-9004,1,amd-alveo-ma35d
np10s,np,np10s,accelerated,10,192,700,0,intel-xeon-8171m,1,amd-alveo-u250
np20s,np,np20s,accelerated,20,384,1400,0,intel-xeon-8171m,2,amd-alveo-u250
np40s,np,np40s,accelerated,40,768,2800,0,intel-xeon-8171m,4,amd-alveo-u250
nv12,nvv1,nv12,accelerated,12,112,680,0,intel-xeon-e52690v3,2,nvidia-tesla-m60
nv12ads-a10-v5,nvadsa10v5,nv12ads a10 v5,accelerated,12,110,320,0,amd-epyc-74f3v,0.333333333,nvidia-tesla-a10
nv12ads-v710-v5,nvadsv710v5,nv12ads v710 v5,accelerated,12,64,768,0,amd-epyc-9v64f,0.5,amd-radeon-v710
nv12s-v3,nvv3,nv12s v3,accelerated,12,112,736,0,intel-xeon-e52690v4,1,nvidia-tesla-m60
nv16as-v4,nvv4,nv16as v4,accelerated,16,56,352,0,amd-epyc-7v12,0.5,amd-radeon-mi25
nv18ads-a10-v5,nvadsa10v5,nv18ads a10 v5,accelerated,18,220,720,0,amd-epyc-74f3v,0.5,nvidia-tesla-a10
nv24,nvv1,nv24,accelerated,24,224,1440,0,intel-xeon-e52690v3,1,nvidia-tesla-m60
nv24ads-v710-v5,nvadsv710v5,nv24ads v710 v5,accelerated,24,128,1536,0,amd-epyc-9v64f,1,amd-radeon-v710
nv24s-v3,nvv3,nv24s v3,accelerated,24,224,1474,0,intel-xeon-e52690v4,2,nvidia-tesla-m60
nv28ads-v710-v5,nvadsv710v5,nv28ads v710 v5,accelerated,28,160,1536,0,amd-epyc-9v64f,1,amd-radeon-v710
nv32as-v4,nvv4,nv32as v4,accelerated,32,112,700,0,amd-epyc-7v12,1,amd-radeon-mi25
nv36adms-a10-v5,nvadsa10v5,nv36adms a10 v5,accelerated,36,880,720,0,amd-epyc-74f3v,1,nvidia-tesla-a10
nv36ads-a10-v5,nvadsa10v5,nv36ads a10 v5,accelerated,36,440,720,0,amd-epyc-74f3v,1,nvidia-tesla-a10
nv48s-v3,nvv3,nv48s v3,accelerated,48,448,2948,0,intel-xeon-e52690v4,4,nvidia-tesla-m60
nv4ads-v710-v5,nvadsv710v5,nv4ads v710 v5,accelerated,4,16,256,0,amd-epyc-9v64f,0.166666667,amd-radeon-v710
nv4as-v4,nvv4,nv4as v4,accelerated,4,14,88,0,amd-epyc-7v12,0.125,amd-radeon-mi25
nv6,nvv1,nv6,accelerated,6,56,340,0,intel-xeon-e52690v3,4,nvidia-tesla-m60
nv6adsv5,nvadsa10v5,nv6adsv5,accelerated,6,55,180,0,amd-epyc-74f3v,0.166666667,nvidia-tesla-a10
nv72ads-a10-v5,nvadsa10v5,nv72ads a10 v5,accelerated,72,880,1400,0,amd-epyc-74f3v,2,nvidia-tesla-a10
nv8ads-v710-v5,nvadsv710v5,nv8ads v710 v5,accelerated,8,32,512,0,amd-epyc-9v64f,0.333333333,amd-radeon-v710
nv8as-v4,nvv4,nv8as v4,accelerated,8,28,176,0,amd-epyc-7v12,0.25,amd-radeon-mi25
s144,sv1,s144,performance,144,1536,6144,0,intel-xeon-e78890v3,0,
s144m,sv1,s144m,performance,144,3072,12288,0,intel-xeon-e78890v3,0,
s192,sv1,s192,performance,192,2048,8192,0,intel-xeon-e78890v4,0,
s192m,sv1,s192m,performance,192,4096,16384,0,intel-xeon-e78890v4,0,
s192xm,sv1,s192xm,performance,192,6144,16384,0,intel-xeon-e78890v4,0,
s224,sv1,s224,performance,224,3072,6450,0,intel-xeon-8276,0,
s224m,sv1,s224m,performance,224,6144,10752,0,intel-xeon-8276,0,
s224om,sv1,s224om,performance,224,6144,10752,0,intel-xeon-8276,0,
s224oo,sv1,s224oo,performance,224,4608,8600,0,intel-xeon-8276,0,
s224oom,sv1,s224oom,performance,224,9216,14375,0,intel-xeon-8276,0,
s224ooo,sv1,s224ooo,performance,224,7680,12312,0,intel-xeon-8276,0,
s384,sv2,s384,performance,384,4096,16384,0,intel-xeon-e78890v4,0,
s384m,sv2,s384m,performance,384,6144,18432,0,intel-xeon-e78890v4,0,
s384xm,sv2,s384xm,performance,384,8192,22528,0,intel-xeon-e78890v4,0,
s384xxm,sv2,s384xxm,performance,384,12000,28250,0,intel-xeon-e78890v4,0,
s448,sv2,s448,performance,448,6144,10250,0,intel-xeon-8276,0,
s448m,sv2,s448m,performance,448,12288,18500,0,intel-xeon-8276,0,
s448om,sv2,s448om,performance,448,12288,18500,0,intel-xeon-8276,0,
s448oo,sv2,s448oo,performance,448,9216,14375,0,intel-xeon-8276,0,
s448oom,sv2,s448oom,performance,448,18432,26750,0,intel-xeon-8276,0,
s448ooo,sv2,s448ooo,performance,448,15360,22625,0,intel-xeon-8276,0,
s576m,sv2,s576m,performance,576,12000,28250,0,intel-xeon-e78890v4,0,
s576xm,sv2,s576xm,performance,576,18432,41984,0,intel-xeon-e78890v4,0,
s672,sv2,s672,performance,672,9216,14375,0,intel-xeon-8276,0,
s672m,sv2,s672m,performance,672,18432,26750,0,intel-xeon-8276,0,
s672om,sv2,s672om,performance,672,18432,26750,0,intel-xeon-8276,0,
s672oo,sv2,s672oo,performance,672,13824,20563,0,intel-xeon-8276,0,
s672oom,sv2,s672oom,performance,672,27648,39125,0,intel-xeon-8276,0,
s672ooo,sv2,s672ooo,performance,672,23040,32938,0,intel-xeon-8276,0,
s72,sv1,s72,performance,72,768,3072,0,intel-xeon-e78890v3,0,
s72m,sv1,s72m,performance,72,1536,6144,0,intel-xeon-e78890v3,0,
s768m,sv2,s768m,performance,768,16384,36864,0,intel-xeon-e78890v4,0,
s768xm,sv2,s768xm,performance,768,24576,57344,0,intel-xeon-e78890v4,0,
s896,sv2,s896,performance,896,12288,18500,0,intel-xeon-8276,0,
s896m,sv2,s896m,performance,896,24576,35000,0,intel-xeon-8276,0,
s896om,sv2,s896om,performance,896,24576,35000,0,intel-xeon-8276,0,
s896oo,sv2,s896oo,performance,896,18432,26750,0,intel-xeon-8276,0,
s896oom,sv2,s896oom,performance,896,36864,51500,0,intel-xeon-8276,0,
s896ooo,sv2,s896ooo,performance,896,30720,43250,0,intel-xeon-8276,0,
s96,sv1,s96,performance,96,768,3072,0,intel-xeon-e78890v4,0,
s960m,sv2,s960m,performance,896,20480,47104,0,intel-xeon-e78890v4,0,
