country,period,adpe,ap,ctue,ctuh-c,ctuh-nc,gwp,ir,pm,wu
ST,2021-04,6.73266e-9,0.00000494395,0.00303303,3.93294e-11,1.54429e-10,0.00118877,0.000093324,8.96577e-11,0.000184426
ST,2021-05,6.73266e-9,0.00000494395,0.00303303,3.93294e-11,1.54429e-10,0.00118877,0.000093324,8.96577e-11,0.000184426
ST,2021-06,6.73266e-9,0.00000494395,0.00303303,3.93294e-11,1.54429e-10,0.00118877,0.000093324,8.96577e-11,0.000184426
ST,2021-07,6.73266e-9,0.00000494395,0.00303303,3.93294e-11,1.54429e-10,0.00118877,0.000093324,8.96577e-11,0.000184426
ST,2021-08,6.73266e-9,0.00000494395,0.00303303,3.93294e-11,1.54429e-10,0.00118877,0.000093324,8.96577e-11,0.000184426
ST,2021-09,6.73266e-9,0.00000494395,0.00303303,3.93294e-11,1.54429e-10,0.00118877,0.000093324,8.96577e-11,0.000184426
ST,2021-10,6.73266e-9,0.00000494395,0.00303303,3.93294e-11,1.54429e-10,0.00118877,0.000093324,8.96577e-11,0.000184426
ST,2021-11,6.73266e-9,0.00000494395,0.00303303,3.93294e-11,1.54429e-10,0.00118877,0.000093324,8.96577e-11,0.000184426
ST,2021-12,6.73266e-9,0.00000494395,0.00303303,3.93294e-11,1.54429e-10,0.00118877,0.000093324,8.96577e-11,0.000184426
ST,2022-01,6.73266e-9,0.00000494395,0.00303303,3.93294e-11,1.54429e-10,0.00118877,0.000093324,8.96577e-11,0.000184426
ST,2022-02,6.73266e-9,0.00000494395,0.00303303,3.93294e-11,1.54429e-10,0.00118877,0.000093324,8.96577e-11,0.000184426
ST,2022-03,6.73266e-9,0.00000494395,0.00303303,3.93294e-11,1.54429e-10,0.00118877,0.000093324,8.96577e-11,0.000184426
ST,2022-04,6.73266e-9,0.00000494395,0.00303303,3.93294e-11,1.54429e-10,0.00118877,0.000093324,8.96577e-11,0.000184426
ST,2022-05,6.73266e-9,0.00000494395,0.00303303,3.93294e-11,1.54429e-10,0.00118877,0.000093324,8.96577e-11,0.000184426
ST,2022-06,6.73266e-9,0.00000494395,0.00303303,3.93294e-11,1.54429e-10,0.00118877,0.000093324,8.96577e-11,0.000184426
ST,2022-07,6.73266e-9,0.00000494395,0.00303303,3.93294e-11,1.54429e-10,0.00118877,0.000093324,8.96577e-11,0.000184426
ST,2022-08,6.73266e-9,0.00000494395,0.00303303,3.93294e-11,1.54429e-10,0.00118877,0.000093324,8.96577e-11,0.000184426
ST,2022-09,6.73266e-9,0.00000494395,0.00303303,3.93294e-11,1.54429e-10,0.00118877,0.000093324,8.96577e-11,0.000184426
ST,2022-10,6.73266e-9,0.00000494395,0.00303303,3.93294e-11,1.54429e-10,0.00118877,0.000093324,8.96577e-11,0.000184426
ST,2022-11,6.73266e-9,0.00000494395,0.00303303,3.93294e-11,1.54429e-10,0.00118877,0.000093324,8.96577e-11,0.000184426
ST,2022-12,6.73266e-9,0.00000494395,0.00303303,3.93294e-11,1.54429e-10,0.00118877,0.000093324,8.96577e-11,0.000184426
ST,2023-01,6.73266e-9,0.00000494395,0.00303303,3.93294e-11,1.54429e-10,0.00118877,0.000093324,8.96577e-11,0.000184426
ST,2023-02,6.73266e-9,0.00000494395,0.00303303,3.93294e-11,1.54429e-10,0.00118877,0.000093324,8.96577e-11,0.000184426
ST,2023-03,6.73266e-9,0.00000494395,0.00303303,3.93294e-11,1.54429e-10,0.00118877,0.000093324,8.96577e-11,0.000184426
